scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
publication,dendro,occupancy_bin,no_origin,12,unith,Faure,1,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy_bin,no_origin,12,unith,Faure,2,0.00533275635715702,0.009019628245522146,0.03755184698545677,0.9150849150849151,-0.04954257576496366,0.09196326698523812,1000,2
publication,dendro,occupancy_bin,no_origin,12,unith,Faure,3,0.32472753690779055,-0.008473396297035446,0.13888632707517848,0.02097902097902098,-0.25127147971808617,0.30636990294231187,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Faure,4,0.002769986884661235,-0.00147203157611737,0.07420648858865948,0.961038961038961,-0.1333519927539626,0.15714900708860693,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Faure,5,0.07514298649454448,-0.001610453037374381,0.07021538559134553,0.23776223776223776,-0.12278332751959163,0.15206136482775995,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Faure,6,0.006013409094175581,-0.006893806539986705,0.08796013090236829,0.8911088911088911,-0.15391139564894513,0.18078636692151998,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Nielsen,1,0.14752567713033804,0.0015877466589447678,0.0844374646061855,0.07892107892107893,-0.13643102782740715,0.1906308051853554,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Nielsen,2,-0.058667017146410094,-0.006329904003627187,0.0809075348577825,0.5384615384615384,-0.13375690814466382,0.16232632925708917,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Nielsen,3,-0.06221241575964698,0.00712443260088531,0.08490692381815446,0.4015984015984016,-0.13812293823139812,0.18880948255766775,1000,1
publication,dendro,occupancy_bin,no_origin,12,unith,Nielsen,4,0.0665442749786409,-0.00035798930757118626,0.05063633648710874,0.17382617382617382,-0.08236040734388465,0.11518363769526872,1000,2
publication,dendro,occupancy_bin,no_origin,12,unith,Nielsen,5,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy_bin,no_origin,12,unith,Nielsen,6,nan,nan,nan,nan,nan,nan,0,0
