scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
publication,dendro,occupancy_bin,no_origin,6,unith,Faure,1,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy_bin,no_origin,6,unith,Faure,2,-0.030348756553491896,0.004761722562656298,0.04066665672416382,0.35664335664335667,-0.05498705752804275,0.10432621435129748,1000,2
publication,dendro,occupancy_bin,no_origin,6,unith,Faure,3,0.14418370197620056,0.015935390277149557,0.1936202268993625,0.5150905432595574,-0.272035025800437,0.4660517793989233,993,1
publication,dendro,occupancy_bin,no_origin,6,unith,Faure,4,-0.011313377876016939,-0.0009835165507619424,0.08341989907910603,0.8921078921078921,-0.14328604609992607,0.186893178739476,1000,1
publication,dendro,occupancy_bin,no_origin,6,unith,Faure,5,0.023404578319229374,-0.0008025534791225328,0.09044369488077944,0.7562437562437563,-0.1532793543138022,0.1949332858907443,1000,1
publication,dendro,occupancy_bin,no_origin,6,unith,Faure,6,0.029152342317521618,-0.01483929000144044,0.10687878362660341,0.6433566433566433,-0.1809595101311852,0.24449096866962375,1000,1
publication,dendro,occupancy_bin,no_origin,6,unith,Nielsen,1,0.16178126511279778,-0.0047284728856717105,0.12191466643320534,0.14485514485514486,-0.1930218223893564,0.29771374734882344,1000,1
publication,dendro,occupancy_bin,no_origin,6,unith,Nielsen,2,-0.06034108166276264,-0.0026851152980385375,0.08617591309865447,0.5054945054945055,-0.1391567379243689,0.20932565358913252,1000,1
publication,dendro,occupancy_bin,no_origin,6,unith,Nielsen,3,-0.017392823815443603,-0.011957929068026061,0.13209782082119678,0.9600399600399601,-0.21419132111915287,0.28842915105916717,1000,1
publication,dendro,occupancy_bin,no_origin,6,unith,Nielsen,4,-0.0769337074443528,-0.0029964014501490254,0.08415128731968623,0.35064935064935066,-0.13605262479081257,0.19598732628336274,1000,2
publication,dendro,occupancy_bin,no_origin,6,unith,Nielsen,5,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy_bin,no_origin,6,unith,Nielsen,6,nan,nan,nan,nan,nan,nan,0,0
