monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Faure,full,2,0.5,0.9928584225872542,0.9924943995590171,0.9842962961646147,0.9852406919339447,0.00790791702385596,2.43301355337412,0.03596403596403597,0,0.00042208010426622534,0.003076775675667044,319,210,105,5,10,17,100,1000,
Faure,full,3,0.5,0.9453871480592696,0.9493337049960857,0.9591845743907708,0.9554311558974026,-0.009947438616409121,-0.7040008848452424,0.43656343656343655,0,0.0003374631888179588,0.014609217156719864,517,36,18,5,10,26,100,1000,
Faure,full,4,0.5,0.9772950878391832,0.9703639178552663,0.9768953550860432,0.9775906211604527,-0.0034134852760231427,-0.5938640497724921,0.5464535464535465,0,0.0007335743362241688,0.006983180096246002,49,577,24,5,10,14,100,1000,
Faure,full,5,0.5,0.9721204280018108,0.9753159437983012,0.9779001180631259,0.9768976178250948,-0.003680682044054362,-0.6488724467074131,0.5034965034965035,0,0.001197481137002606,0.0075179077271817175,94,623,47,5,10,35,100,1000,
