label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy_bin,full,publication,Nielsen,2,12,unith,12,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.8428892754634933,0.832563633429898,0.8678244950114269,-0.0300980405647312,1,1,0,18.618,0.0006308595916124254,0.028238093207315372,-0.04513997120500959,0.0570431689987252,0.24378109452736318,0.8805970149253731,-1.0882073350612422,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,no_origin,publication,Nielsen,2,12,unith,11,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.5601231677246832,0.41155462199205106,0.5878133975994408,-0.10197450274107372,1,1,0,18.618,0.0021632095133050032,0.08478555435793149,-0.1296014615016776,0.18047072764007266,0.17412935323383086,0.9303482587064676,-1.2282482911505184,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,mean_removed,publication,Nielsen,2,12,unith,12,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.33099947136335567,0.10898663391649563,0.3415656937305817,-0.12157264109065608,1,1,0,18.618,0.0015304127328898737,0.12156427573260001,-0.2069514326539608,0.2506668167324666,0.2935323383084577,0.8507462686567164,-1.0126581438639977,200,False,False,False,False,0,20,4,8,,0
