label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy_bin,full,publication,Nielsen,4,12,unith,12,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.8876794105023535,0.881874426566468,0.859383505583314,0.02539341295109676,2,2,0,43.764,0.0012467042391156203,0.016874136783240165,-0.023934196443313054,0.03777181777217614,0.13930348258706468,0.09950248756218906,1.4309892720535657,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,no_origin,publication,Nielsen,4,12,unith,11,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.7032853193079016,0.5984270822811076,0.5679530700433473,0.0829031307511574,2,2,0,43.764,0.003216681552949428,0.05415255949945757,-0.08668170690471394,0.12534902994690258,0.14427860696517414,0.0845771144278607,1.471517688817759,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,mean_removed,publication,Nielsen,4,12,unith,12,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.10557098409487044,0.447594322909352,0.1365551685511933,0.14002748495091796,2,2,0,43.764,0.004675854589655954,0.11590756766061604,-0.18842426481554383,0.2354892386997925,0.25870646766169153,0.13930348258706468,1.1677549024027432,200,False,False,False,False,0,20,4,8,,0
