label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy_bin,full,publication,Nielsen,4,6,unith,6,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.8534151609224789,0.897789810645671,0.884890839058166,-0.009288353274091055,2,2,0,43.764,0.0015422883854592656,0.01914984864439914,-0.026958132236755857,0.04515256323320026,0.5671641791044776,0.6716417910447762,-0.565573225181496,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,no_origin,publication,Nielsen,4,6,unith,5,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.5053389385480842,0.5490832609488602,0.5435693351297122,-0.016358235381239927,2,2,0,43.764,0.004842090873425594,0.08316888149840286,-0.11507395091630383,0.18669713256129514,0.8109452736318408,0.527363184079602,-0.25490695405195085,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,mean_removed,publication,Nielsen,4,6,unith,6,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,-0.22743582373436594,0.5477784253116333,0.25037163868053625,-0.09020033789190254,2,2,0,43.764,0.009145483978918616,0.13607755064294075,-0.19247031538883466,0.3453541634512302,0.44776119402985076,0.7611940298507462,-0.7300676812702088,200,False,False,False,False,0,20,4,8,,0
