label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy_bin,full,publication,Nielsen,2,6,unith,6,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.8208756511387874,0.8301034061711556,0.8504948269507986,-0.025005298295827094,1,1,0,18.618,0.005206046768071972,0.04030114273341885,-0.051837057021798895,0.1029826407132562,0.3383084577114428,0.8258706467661692,-0.749639911298271,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,no_origin,publication,Nielsen,2,6,unith,5,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.4413141017139255,0.4004267483997507,0.44387675993541587,-0.023006334878577783,1,1,0,18.618,0.017835683271686286,0.1424728033188343,-0.21063876337626147,0.3565570550002515,0.746268656716418,0.5572139303482587,-0.28666536488978406,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,mean_removed,publication,Nielsen,2,6,unith,6,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.48011942331209295,0.5097896052993118,0.4839471776291481,0.011007336676554291,1,1,0,18.618,0.020251475276964043,0.1167783993505703,-0.1488806584364992,0.3092947970584807,0.9303482587064676,0.48258706467661694,-0.0791596618194665,200,False,False,False,False,0,20,4,8,,0
