scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
publication,dendro,occupancy,mean_removed,6,unith,Faure,1,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy,mean_removed,6,unith,Faure,2,0.015540843406630811,0.04964125181297179,0.13327948841742707,0.7942057942057942,-0.15414089051448338,0.36509150497728665,1000,2
publication,dendro,occupancy,mean_removed,6,unith,Faure,3,-0.2541826649407992,-0.014622204027299879,0.27622725627647793,0.35864135864135865,-0.4647740088546277,0.6843583366641801,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Faure,4,0.01361232126403697,0.0073001502581195995,0.19978191557094158,0.965034965034965,-0.31894589866650497,0.45479404161022036,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Faure,5,0.041395029554114934,-0.021764755316067287,0.1523936039856174,0.6543456543456544,-0.27549219732208097,0.3152634378857717,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Faure,6,-0.1161801995957969,-0.022921481870547142,0.18302591954265973,0.5504495504495505,-0.34784933548778885,0.4019950449113214,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Nielsen,1,0.12748626891138332,-0.008092862280060075,0.23357614882789382,0.5544455544455544,-0.39766820177779366,0.5377798416206415,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Nielsen,2,-0.013340942409913792,-0.002695915119319715,0.1749685784912669,0.961038961038961,-0.2688388968347558,0.44123208967013466,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Nielsen,3,-0.0846086951728462,-0.0017987878965229325,0.185878585710723,0.6563436563436563,-0.3187339058291645,0.36638899793778373,1000,1
publication,dendro,occupancy,mean_removed,6,unith,Nielsen,4,0.053299331427514154,-0.016333500838784452,0.19147602339707148,0.7412587412587412,-0.33387847578609003,0.3891384636066236,1000,2
publication,dendro,occupancy,mean_removed,6,unith,Nielsen,5,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy,mean_removed,6,unith,Nielsen,6,nan,nan,nan,nan,nan,nan,0,0
