monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Nielsen,mean_removed,2,1.0,0.010657152151949465,0.48970711679125545,-0.12084996760222229,-0.11811233574570451,0.3696632861455659,1.4712220599856132,0.14385614385614387,0,0.01610205291266192,0.24031806132404063,552,111,55,5,10,0,100,1000,
Nielsen,mean_removed,3,1.0,0.043128679474639824,0.1800081770645543,-0.08295912135465627,-0.005425167788770976,0.15576057284131067,0.7383690450548364,0.5094905094905094,0,-0.006462352564445461,0.21970439645625767,681,72,36,5,10,0,100,1000,
Nielsen,mean_removed,4,1.0,0.7169957328486273,0.6636762725665694,-0.7985663159568958,-0.8205967243689846,1.4999175228705384,3.1166691009677017,0.000999000999000999,1,0.10016543891341062,0.4491179649204709,350,386,175,5,10,0,100,1000,
Nielsen,mean_removed,5,1.0,-0.14384822874738867,-0.06901232619984525,-0.010021865230735352,-0.06640235395305039,-0.0682181678817241,-0.6063324652897566,0.5964035964035964,0,0.06676603875333544,0.22262407897052447,80,787,40,5,10,0,100,1000,
