monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Nielsen,full,2,0.5,0.9861127512315639,0.9806190375690857,0.9675643147443259,0.9627360348185605,0.018215719618881576,2.704585331929467,0.030969030969030968,0,0.001852322044941951,0.00605024266779776,552,111,55,5,10,35,100,1000,
Nielsen,full,3,0.5,0.9824326223088788,0.9719231414984786,0.9829170932293594,0.981205191365677,-0.004883260393839461,-0.98859488048673,0.22577422577422576,0,8.117151783009192e-05,0.005021705058016625,681,72,36,5,10,52,100,1000,
Nielsen,full,4,0.5,0.9965067769030713,0.9949736964891295,0.9658985746888927,0.965985632751483,0.029798132975912495,9.817592765917189,0.000999000999000999,1,0.0014380570854708688,0.002888699558704108,350,386,175,5,10,50,100,1000,
Nielsen,full,5,0.5,0.9829013388906985,0.9781942096455886,0.9808703227321598,0.9806557535088994,-0.00021526385238612722,-0.240647249676527,0.8021978021978022,0,0.0012688345533917956,0.00616711143706324,80,787,40,5,10,24,100,1000,
