scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),3,100,291,1,0.7677845528455285,0.5382113821138211
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),4,100,300,1,0.7410714285714286,0.5413961038961039
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),5,100,328,1,0.790340909090909,0.5353896103896103
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),6,100,329,1,0.9771671826625388,0.5585655314757482
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,1746,6,0.9437018893483666,0.5213085308873784
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,1,100,233,1,0.9158351312477526,0.528856526429342
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,2,100,265,1,0.9269287154113982,0.5172255818215137
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,3,100,291,1,0.9516260162601626,0.5602981029810298
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,4,100,300,1,0.8786525974025974,0.5451839826839827
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,5,100,328,1,0.9800324675324675,0.4935064935064935
all,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,6,100,329,1,0.9930340557275541,0.4907120743034056
all,Nielsen,across-maze,"Codebook occupancy (ms), K=6",Logistic (L2),pooled,6,1746,1,0.6127906961438832,0.5977520902217636
all,Nielsen,across-maze,"Codebook occupancy (ms), K=6",Random forest,pooled,6,1746,1,0.8913443363940778,0.585396352378746
all,Nielsen,across-maze,"Codebook occupancy (ms), K=12",Logistic (L2),pooled,12,1746,1,0.6245972242697385,0.6133708379841205
all,Nielsen,across-maze,"Codebook occupancy (ms), K=12",Random forest,pooled,12,1746,1,0.9144456963544846,0.6107527957374217
all,Nielsen,across-maze,"Codebook occupancy (binary), K=6",Logistic (L2),pooled,6,1746,1,0.6225181907208895,0.6204589010803867
all,Nielsen,across-maze,"Codebook occupancy (binary), K=6",Random forest,pooled,6,1746,1,0.6265972821852032,0.6128403849798876
all,Nielsen,across-maze,"Codebook occupancy (binary), K=12",Logistic (L2),pooled,12,1746,1,0.633819932923362,0.6272771307625887
all,Nielsen,across-maze,"Codebook occupancy (binary), K=12",Random forest,pooled,12,1746,1,0.6703701851188846,0.5985260514289324
all,Nielsen,across-maze,"State bigrams, K=6",Logistic (L2),pooled,36,1746,1,0.6287552913674368,0.6069158962154877
all,Nielsen,across-maze,"State bigrams, K=6",Random forest,pooled,36,1746,1,0.6594314017648422,0.6065025904007751
all,Nielsen,across-maze,"State bigrams, K=12",Logistic (L2),pooled,144,1746,1,0.6620797180043384,0.598344407472148
all,Nielsen,across-maze,"State bigrams, K=12",Random forest,pooled,144,1746,1,0.7133118695111936,0.6287368637196471
all,Nielsen,across-maze,"Gaze heatmap, 5x5",Logistic (L2),pooled,25,1746,1,0.6372530695196176,0.6209656613946044
all,Nielsen,across-maze,"Gaze heatmap, 5x5",Random forest,pooled,25,1746,1,0.8926642166670177,0.6265176484215403
all,Nielsen,across-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,1746,1,0.6653180480382452,0.6225662342311986
all,Nielsen,across-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,1746,1,0.9034091806541289,0.6357749089147695
all,Nielsen,across-maze,Maze identity (reference),Logistic (L2),pooled,6,1746,1,0.837423393635617,0.837423393635617
all,Nielsen,across-maze,Maze identity (reference),Random forest,pooled,6,1746,1,0.837423393635617,0.837423393635617
