label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
svm,occupancy,full,top_ten,Nielsen,2,12,unith,12,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.8333938458113519,0.7167291318297097,0.7044490400178858,0.07061244880264494,8,8,0,99.544,0.0094269216281223,0.019374836936413526,-0.028072387234787066,0.04697141925200613,0.004975124378109453,0.004975124378109453,3.1579892711008637,200,False,False,False,False,0,20,4,8,,0
svm,occupancy,no_origin,top_ten,Nielsen,2,12,unith,11,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.5010817491702458,0.3993597491882548,0.32149515618729746,0.12872559299195285,8,8,0,99.544,0.023893479561574747,0.044668707392426205,-0.060012742789558315,0.12025990836057032,0.029850746268656716,0.01990049751243781,2.3468803900995105,200,False,False,False,False,0,20,4,8,,0
svm,occupancy,mean_removed,top_ten,Nielsen,2,12,unith,12,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.2609905899398096,0.35699486328685404,0.12382883814156401,0.18516388847176782,8,8,0,99.544,0.03379989689724352,0.05485633976693282,-0.06831112969340582,0.15189303594410894,0.014925373134328358,0.014925373134328358,2.7592798246769994,200,False,False,False,False,0,20,4,8,,0
