label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
svm,occupancy,full,top_ten,Nielsen,2,6,unith,6,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.8470436118663918,0.7394551704238695,0.7159304251640951,0.07731896598103549,8,8,0,99.544,0.010716764324101291,0.02707429939476162,-0.032012044785190416,0.06869769532896045,0.01990049751243781,0.01990049751243781,2.459978767532596,200,False,False,False,False,0,20,4,8,,0
svm,occupancy,no_origin,top_ten,Nielsen,2,6,unith,5,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.5529915401118499,0.3877798712839272,0.33756408888320877,0.1328216168146798,8,8,0,99.544,0.03197121696997454,0.06572282915757542,-0.08940780043144402,0.15287292784558737,0.12935323383084577,0.07462686567164178,1.5344805014846339,200,False,False,False,False,24,20,4,8,,0
svm,occupancy,mean_removed,top_ten,Nielsen,2,6,unith,6,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.32813006625164065,0.3655118776410339,0.1285701519114723,0.21825082003486496,8,8,0,99.544,0.03860445008570394,0.07530784911881223,-0.10786982802645965,0.18317060262629928,0.01990049751243781,0.009950248756218905,2.385493305827062,200,False,False,False,False,0,20,4,8,,0
