label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
svm,occupancy,full,top_ten,Nielsen,4,12,unith,12,10,10,Nov_18_g0;Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0;Oct_25_g0,352,390,stable_shared,12,12,8,8,0.8170195970679563,0.8733763534060218,0.8234531774015093,0.02174479783547989,10,10,0,185.283,0.0009973907267686905,0.010160991303250723,-0.016751014476459554,0.020995441673040138,0.03980099502487562,0.029850746268656716,2.041868405307428,200,False,False,False,False,0,20,4,8,,0
svm,occupancy,no_origin,top_ten,Nielsen,4,12,unith,11,10,10,Nov_18_g0;Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0;Oct_25_g0,352,390,stable_shared,12,12,8,8,0.5244139341289646,0.4406860704978793,0.4163968506635958,0.06615315164982616,10,10,0,185.283,0.003038910214122158,0.032725328109943295,-0.05387894104476212,0.06745948839037084,0.05472636815920398,0.03980099502487562,1.9286053060695612,200,False,False,False,False,0,20,4,8,,0
svm,occupancy,mean_removed,top_ten,Nielsen,4,12,unith,12,10,10,Nov_18_g0;Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0;Oct_25_g0,352,390,stable_shared,12,12,8,8,0.2460677535726435,0.25059493138655986,0.10343883617443787,0.14489250630516382,10,10,0,185.283,0.006911824251641607,0.057998871954729914,-0.10617879590667685,0.12108519747941869,0.029850746268656716,0.024875621890547265,2.3790235465479537,200,False,False,False,False,0,20,4,8,,0
