method,monkey,source,scope,variant,feature,maze,k,reason_skipped,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,1,6,"n_H=85, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,1,12,"n_H=85, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,2,6,,0.406561262043626,0.2884119354865188,0.3419307077958228,0.3584222443645897,-0.0026898773151338706,-0.1742953748306701,0.8531468531468531,0,0.0008120937330094986,0.02009216281008933,68,22,11,5,2,6,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,2,12,,0.3491668926452915,0.2022872207928867,0.2621859414874089,0.2703283010523775,0.009469935449195888,0.6022637841694447,0.5284715284715285,0,0.001182940919217285,0.013759742404911214,68,22,11,11,2,0,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,3,6,"n_H=88, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,3,12,"n_H=88, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,4,6,,0.4654805694158541,0.37440452293467785,0.44996723060891247,0.4125591851156113,-0.01132066168699597,-0.5121988277381835,0.5884115884115884,0,0.009581700594167216,0.04080907871942197,13,96,6,5,2,11,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,4,12,,0.3227776221727673,0.2607008048653366,0.31323403690979357,0.28240384623598647,-0.006079728053838052,-0.4893247231662578,0.6143856143856143,0,0.006609627272253604,0.025932381351964094,13,96,6,11,2,3,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,5,6,,0.33711572369768766,0.14214901358841706,0.1467118134652766,0.18437578586052883,0.07408856898014965,2.743532418730033,0.022977022977022976,0,0.00023064179926853023,0.02692074155080317,19,130,9,5,2,24,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,5,12,,0.2832745717318387,0.10556843838355999,0.14238793364851784,0.15813684787942683,0.044159114293726986,2.694416498961966,0.01898101898101898,0,0.0018702845949346491,0.015694986174217784,19,130,9,11,2,2,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,6,6,,0.32377973597107657,0.21699324456280625,0.14256129596217484,0.1288418184745934,0.13468493304855728,1.7766980744405172,0.060939060939060936,0,0.017655431257774773,0.06586909924334507,11,109,5,5,2,24,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy,6,12,,0.19464398187476178,0.14723259587473936,0.1584705684113352,0.1420610490444274,0.02067248014686926,0.3077517705606195,0.7652347652347652,0,0.010390848154613067,0.03340884757064612,11,109,5,11,2,2,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,1,6,"n_H=85, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,1,12,"n_H=85, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,2,6,,0.42937590545819176,0.35767918499357904,0.3941758002599617,0.4096791856593817,-0.008399947733786273,-0.4855183476450798,0.5654345654345654,0,0.0004900318372945152,0.018310285521031387,68,22,11,5,2,6,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,2,12,,0.36060042677887594,0.2538184311487957,0.2987241849401485,0.3119225411217262,0.0018860659328985285,0.11966604765187219,0.9140859140859141,0,0.0004155734285876537,0.012288301762825613,68,22,11,11,2,0,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,3,6,"n_H=88, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,3,12,"n_H=88, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,,
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,4,6,,0.44750646885006623,0.40197011473282024,0.45684318193833984,0.41878885764834983,-0.0130777280019016,-0.575001801433646,0.5434565434565435,0,0.007835173029114725,0.0363701487175769,13,96,6,5,2,11,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,4,12,,0.3478615236268351,0.2751747708283113,0.3247254242032856,0.2970947148569907,0.0006080776974350943,-0.15503580196773553,0.8781218781218781,0,0.004223289543559911,0.023318561262882866,13,96,6,11,2,3,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,5,6,,0.2737677988129794,0.1734332311541352,0.17139467951800888,0.19700703024887187,0.039399660100116946,1.4751458446398376,0.08391608391608392,0,0.0004121910666430051,0.026429569099991522,19,130,9,5,2,24,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,5,12,,0.29326537934091035,0.14336634785654304,0.184840403806638,0.19109698480105586,0.03034716929487974,1.8035734695583878,0.056943056943056944,0,0.0014123516089185606,0.01604304907692282,19,130,9,11,2,2,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,6,6,,0.34731559439210163,0.2594746993595157,0.1552728747092029,0.13205092057208825,0.15973324923516313,2.4708069275336895,0.024975024975024976,0,0.012865163697611369,0.05944134440490361,11,109,5,5,2,24,100,1000
trial_by_trial,Faure,dendro,publication,no_origin,occupancy_bin,6,12,,0.19783763341600502,0.17097654510325255,0.1690755374831119,0.15085792840949427,0.024440356313325695,0.5334600506450698,0.5854145854145855,0,0.007508731097668218,0.03173925619206806,11,109,5,11,2,2,100,1000
