scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
publication,dendro,bigram,full,6,unith,Faure,1,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,bigram,full,6,unith,Faure,2,-0.0065142698491473805,0.006272951740504677,0.04116764515579804,0.7662337662337663,-0.059886336200277626,0.10404264320504876,1000,2
publication,dendro,bigram,full,6,unith,Faure,3,0.1099945558850669,0.017157982876008816,0.15113208552124344,0.5130784708249497,-0.2014901858342649,0.38783298861853766,993,1
publication,dendro,bigram,full,6,unith,Faure,4,0.08725358375447101,0.0033155946774035597,0.06421725067204541,0.15684315684315683,-0.09952372846465937,0.14442557888337115,1000,1
publication,dendro,bigram,full,6,unith,Faure,5,0.06571149633660966,0.002345019590084787,0.0631051732344306,0.2757242757242757,-0.1047534404398905,0.14384764196207453,1000,1
publication,dendro,bigram,full,6,unith,Faure,6,0.037603181274541875,-0.006199459604978956,0.08106002480357037,0.5804195804195804,-0.14335879678657856,0.17409651516218422,1000,1
publication,dendro,bigram,full,6,unith,Nielsen,1,0.02675809824289288,-0.001806302322543826,0.0611690878899414,0.6003996003996004,-0.0946141123426133,0.14406899968390136,1000,1
publication,dendro,bigram,full,6,unith,Nielsen,2,-0.04812725306328913,0.002237405571231555,0.051219067082975654,0.26373626373626374,-0.08069514880128731,0.12600776879328293,1000,1
publication,dendro,bigram,full,6,unith,Nielsen,3,0.005822245328375719,-0.0006716848450146689,0.0746312174928485,0.935064935064935,-0.12408192060805923,0.17070364432365523,1000,1
publication,dendro,bigram,full,6,unith,Nielsen,4,0.006676765315666855,-0.0030475873545388918,0.04893248401762037,0.8431568431568431,-0.07952565297473131,0.11188634887149873,1000,2
publication,dendro,bigram,full,6,unith,Nielsen,5,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,bigram,full,6,unith,Nielsen,6,nan,nan,nan,nan,nan,nan,0,0
