scope,label_source,feature,variant,k,space,dim,monkey,maze,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,name_H,name_S,n_trials_H,n_trials_S,half_rule,half_H,half_S,half_corr_rule_H,half_corr_rule_S,equal_n,stable_H,stable_S,r_HH,r_SS,r_HS,delta,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
top_four,dendro,bigram,full,6,unith,36,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.6757152573034326,0.8167182906057988,0.7491785971100012,-0.0029618231553855123,0,20,4,8,,0
top_four,dendro,bigram,full,6,unith,36,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,0.6931049892826132,0.8089769425975227,0.6088839603100343,0.14215700563003364,0,20,4,8,,0
top_four,dendro,bigram,full,6,unith,36,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.5506451622627565,0.6531072242095894,0.6637816121861144,-0.061905418949941504,0,20,4,8,,0
top_four,dendro,bigram,full,6,unith,36,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.4477299204964673,0.5990038172246692,0.6182552644597652,-0.09488839559919693,0,20,4,8,,0
top_four,dendro,bigram,no_origin,6,unith,25,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.5719197906154999,0.6077042136873707,0.5271485564453325,0.06266344570610272,0,20,4,8,,0
top_four,dendro,bigram,no_origin,6,unith,25,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,0.5679005991051437,0.2497752926497029,0.3212244940138627,0.08761345186356057,0,20,4,8,,0
top_four,dendro,bigram,no_origin,6,unith,25,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.3884647571480341,0.5729491352906692,0.5110592420334863,-0.030352295814134678,0,20,4,8,,0
top_four,dendro,bigram,no_origin,6,unith,25,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.023929073374369638,0.3461179232068494,0.14639984785629678,0.038623650434312734,0,20,4,8,,0
top_four,dendro,bigram,mean_removed,6,unith,36,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.20352638120837155,0.6303366609312503,0.42614015289784757,-0.009208631828036662,0,20,4,8,,0
top_four,dendro,bigram,mean_removed,6,unith,36,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,-0.14369559192185946,0.5311176478110524,-0.20112431609908113,0.3948353440436776,0,20,4,8,,0
top_four,dendro,bigram,mean_removed,6,unith,36,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,-0.40427548067990526,0.22598810552667015,0.09468827316576638,-0.18383196074238395,0,20,4,8,,0
top_four,dendro,bigram,mean_removed,6,unith,36,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,-0.13102692487972034,0.18380359536613905,0.21937303171533462,-0.19298469647212527,0,20,4,8,,0
