label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,bigram,full,top_four,Nielsen,2,6,unith,36,4,3,Nov_1_g0;Nov_6_g0;Oct_22_g0,129,50,stable_shared,7,7,5,5,0.5137621711484875,0.6636510177167817,0.5386443245327808,0.05006226989985385,3,3,0,42.363,0.002878951102422882,0.048048235809642396,-0.0830863863792734,0.1011206224853137,0.35323383084577115,0.19900497512437812,0.9819989850275033,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,no_origin,top_four,Nielsen,2,6,unith,25,4,3,Nov_1_g0;Nov_6_g0;Oct_22_g0,129,50,stable_shared,7,7,5,5,0.26428884437435946,0.29403076918806775,0.3179934766299568,-0.0388336698487432,3,3,0,42.363,0.0013504514973697332,0.06836785095279355,-0.13734590399264235,0.13843788286040326,0.5223880597014925,0.7213930348258707,-0.5877634119852496,200,False,False,False,False,20,20,4,8,,0
dendro,bigram,mean_removed,top_four,Nielsen,2,6,unith,36,4,3,Nov_1_g0;Nov_6_g0;Oct_22_g0,129,50,stable_shared,7,7,5,5,0.04807334130936971,0.43592117317913903,0.16227697852754655,0.07972027871670781,3,3,0,42.363,0.006946163527758417,0.0879833050043319,-0.15277453472115352,0.19706631048503526,0.39303482587064675,0.19402985074626866,0.8271355024156724,200,False,False,False,False,0,20,4,8,,0
