label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,bigram,full,top_four,Nielsen,4,12,unith,144,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.5053146742431632,0.5429891601271375,0.48325804061418837,0.04089387657096194,4,4,0,81.311,2.5989924273847885e-05,0.032351885890614454,-0.05645523983513939,0.05896912683341018,0.21393034825870647,0.1044776119402985,1.2632304275820965,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,no_origin,top_four,Nielsen,4,12,unith,121,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.37264550366995874,0.39445405426027064,0.3479196506093482,0.035630128355766455,4,4,0,81.311,-0.00013556222521374868,0.030053568469210507,-0.05552276617065787,0.058828009738002944,0.21890547263681592,0.10945273631840796,1.1900646879129078,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,mean_removed,top_four,Nielsen,4,12,unith,144,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.058314352226520254,0.2608793973907133,0.0983364210475296,0.061260453761087186,4,4,0,81.311,-0.0005128305222785795,0.056376978215105095,-0.10703643030404168,0.10301002616975824,0.31343283582089554,0.15422885572139303,1.0957182566201258,200,False,False,False,False,0,20,4,8,,0
