label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,bigram,full,top_four,Nielsen,4,6,unith,36,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.5917988323363174,0.719451568659395,0.6600248585164789,-0.004399658018622632,4,4,0,81.311,0.0017436058874101762,0.03872882914456308,-0.06498155931712161,0.08512246348606943,0.8805970149253731,0.5074626865671642,-0.15862250529448876,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,no_origin,top_four,Nielsen,4,6,unith,25,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.3880535550607618,0.44413664120864804,0.3764580350872446,0.039637063047460286,4,4,0,81.311,-0.004859744202924534,0.05439706999129699,-0.10211554000454993,0.11093621767441997,0.4228855721393035,0.19900497512437812,0.8180000734874854,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,mean_removed,top_four,Nielsen,4,6,unith,36,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,-0.11886790406827838,0.392811502408778,0.13476928541996686,0.002202513750282964,4,4,0,81.311,0.0030283240427202845,0.09107151605699296,-0.15117118493381584,0.20009276363778086,0.9900497512437811,0.46766169154228854,-0.009067712147457004,200,False,False,False,False,0,20,4,8,,0
