label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy_bin,full,top_four,Nielsen,4,12,unith,12,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.8888931680198743,0.8945104723448699,0.8662419509957209,0.02545986918665122,4,4,0,81.311,0.0008460189636382232,0.011631046703296578,-0.019590788011823713,0.023025663030603473,0.03482587064676617,0.024875621890547265,2.1162197049760545,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,no_origin,top_four,Nielsen,4,12,unith,11,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.6956777716113556,0.6706866137154148,0.5947272715451017,0.08845492111828346,4,4,0,81.311,0.002801354708983224,0.03667987510172889,-0.06769826277594121,0.07675697774234612,0.014925373134328358,0.014925373134328358,2.3351651599615995,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy_bin,mean_removed,top_four,Nielsen,4,12,unith,12,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.1760204365681784,0.4596423088779462,0.18105304775511039,0.1367783249679519,4,4,0,81.311,0.0034667793780332524,0.07970613290133285,-0.14538983788876705,0.16723159305062188,0.09950248756218906,0.05472636815920398,1.6725381189292323,200,False,False,False,False,0,20,4,8,,0
