scope,label_source,feature,variant,k,space,dim,monkey,maze,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,name_H,name_S,n_trials_H,n_trials_S,half_rule,half_H,half_S,half_corr_rule_H,half_corr_rule_S,equal_n,stable_H,stable_S,r_HH,r_SS,r_HS,delta,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
top_four,dendro,occupancy_bin,full,12,unith,12,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.9192043841035742,0.9218610668921988,0.8927813080442173,0.02775141745366927,0,20,4,8,,0
top_four,dendro,occupancy_bin,full,12,unith,12,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,0.9234300263972013,0.9259080398081109,0.8884023360479105,0.03626669705474561,0,20,4,8,,0
top_four,dendro,occupancy_bin,full,12,unith,12,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.8610094669712158,0.8924319693543449,0.8534194847720384,0.02330123339074186,0,20,4,8,,0
top_four,dendro,occupancy_bin,full,12,unith,12,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.8519287946075057,0.8378408133248252,0.8303646751187175,0.01452012884744791,0,20,4,8,,0
top_four,dendro,occupancy_bin,no_origin,12,unith,11,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.7613390748209987,0.7542757958901898,0.6445890298354977,0.11321840552009654,0,20,4,8,,0
top_four,dendro,occupancy_bin,no_origin,12,unith,11,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,0.7530647716768363,0.7754228217886026,0.616375153102477,0.14786864363024232,0,20,4,8,,0
top_four,dendro,occupancy_bin,no_origin,12,unith,11,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.6148013730086199,0.7316164944092542,0.5984139162582148,0.07479501745072226,0,20,4,8,,0
top_four,dendro,occupancy_bin,no_origin,12,unith,11,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.6535058669389671,0.4214313427736127,0.5195309869842174,0.017937617872072487,0,20,4,8,,0
top_four,dendro,occupancy_bin,mean_removed,12,unith,12,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.4591087836234594,0.7234106444994068,0.4591333826519022,0.1321263314095309,0,20,4,8,,0
top_four,dendro,occupancy_bin,mean_removed,12,unith,12,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,-0.006433761658631745,0.5468916312618932,0.025895165024115215,0.24433376977751553,0,20,4,8,,0
top_four,dendro,occupancy_bin,mean_removed,12,unith,12,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.03383099445951333,0.219969945193674,-0.008031528733847205,0.13493199856044089,0,20,4,8,,0
top_four,dendro,occupancy_bin,mean_removed,12,unith,12,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.21757572984837262,0.34829701455681084,0.24721517207827137,0.03572120012432034,0,20,4,8,,0
