scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
top_four,dendro,occupancy_bin,full,6,unith,Faure,1,0.08922992780302774,0.0021975883439120407,0.035806131165326084,0.022977022977022976,-0.05113043962465566,0.08532621414296375,1000,1
top_four,dendro,occupancy_bin,full,6,unith,Faure,2,0.000976283627905139,0.001715731010578593,0.018828212420565392,0.9690309690309691,-0.03041876444962317,0.04368406569538505,1000,3
top_four,dendro,occupancy_bin,full,6,unith,Faure,3,0.036109726303705125,0.0015310061139309173,0.038140321922718386,0.3776223776223776,-0.06411977852788905,0.08085309405346243,1000,3
top_four,dendro,occupancy_bin,full,6,unith,Faure,4,-0.006339435064557364,0.0019094562239999997,0.025709290696825426,0.7272727272727273,-0.040422805093466546,0.061938345877433236,1000,2
top_four,dendro,occupancy_bin,full,6,unith,Faure,5,-0.023506124276353235,0.0022783181669449384,0.026458483161462775,0.3006993006993007,-0.03948405387885285,0.06478290199455206,1000,3
top_four,dendro,occupancy_bin,full,6,unith,Faure,6,-0.005774439571646028,-0.00506147486622026,0.03147097018546895,0.983016983016983,-0.05534934990632384,0.07157699207778623,1000,2
top_four,dendro,occupancy_bin,full,6,unith,Nielsen,1,0.0386512576261655,0.002487546109917398,0.04130840297817207,0.36063936063936064,-0.06087632080875966,0.10009209588597934,1000,2
top_four,dendro,occupancy_bin,full,6,unith,Nielsen,2,-0.006531390397761405,-0.0005295962896171936,0.020850379299669812,0.7502497502497503,-0.03634598204164506,0.04674055905686037,1000,3
top_four,dendro,occupancy_bin,full,6,unith,Nielsen,3,0.02469181214296967,0.000805738803730133,0.02090668840800902,0.24075924075924077,-0.03410596320428188,0.04616369455651592,1000,3
top_four,dendro,occupancy_bin,full,6,unith,Nielsen,4,-0.001419027075781898,0.0007694849562131018,0.012997510790189931,0.8521478521478522,-0.02205951988858669,0.029535172545191626,1000,4
top_four,dendro,occupancy_bin,full,6,unith,Nielsen,5,-0.00811734346871873,0.006307784206500303,0.03298309105332089,0.6283716283716284,-0.04284673580049079,0.08537379194669241,1000,1
top_four,dendro,occupancy_bin,full,6,unith,Nielsen,6,-0.06078499594767095,0.0013468490430381555,0.06391636851039113,0.2947052947052947,-0.09697192273545496,0.15901378466688895,1000,1
