scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
top_four,dendro,occupancy_bin,full,12,unith,Faure,1,0.135739409609287,-0.008027804536851948,0.04235947767892943,0.006993006993006993,-0.06974608349845882,0.08634615772721237,1000,1
top_four,dendro,occupancy_bin,full,12,unith,Faure,2,0.009830062169696951,0.005466709195547924,0.025936469598858505,0.8601398601398601,-0.03874029576213554,0.06231289607453254,1000,3
top_four,dendro,occupancy_bin,full,12,unith,Faure,3,0.1017754854949674,-0.0008529887621011803,0.043726417660568444,0.02197802197802198,-0.0791477872124806,0.09239325809284608,1000,3
top_four,dendro,occupancy_bin,full,12,unith,Faure,4,-0.019679129821026264,0.0021352713168021867,0.030859690461656562,0.45354645354645357,-0.05053614641593207,0.0713132275440802,1000,2
top_four,dendro,occupancy_bin,full,12,unith,Faure,5,-0.012985281293138917,0.003404532041392871,0.02806156290892157,0.5494505494505495,-0.04623998722204981,0.06591006593677655,1000,3
top_four,dendro,occupancy_bin,full,12,unith,Faure,6,0.010520895535386043,-0.0026786781093083556,0.038454266385594404,0.7322677322677322,-0.06909185156012872,0.0812162680175685,1000,2
top_four,dendro,occupancy_bin,full,12,unith,Nielsen,1,0.013650634874546208,0.004301509428891997,0.03904695209942165,0.7952047952047953,-0.06126510965521558,0.09705830688692985,1000,2
top_four,dendro,occupancy_bin,full,12,unith,Nielsen,2,-0.0014539747498313327,-0.0005232924706637372,0.020225630120523856,0.9660339660339661,-0.03665059369894512,0.040936772889855165,1000,3
top_four,dendro,occupancy_bin,full,12,unith,Nielsen,3,-0.009160449409265636,0.0017772494846451394,0.019737275973345528,0.5964035964035964,-0.031097872739538353,0.043422537046369426,1000,3
top_four,dendro,occupancy_bin,full,12,unith,Nielsen,4,0.021248928203306927,-0.0005283513121503358,0.012662725405473484,0.07792207792207792,-0.022575371125410595,0.025012508829086556,1000,4
top_four,dendro,occupancy_bin,full,12,unith,Nielsen,5,0.008507956078449785,0.004532946065863253,0.026532964045325912,0.8661338661338661,-0.0391443589777698,0.06593081761086324,1000,1
top_four,dendro,occupancy_bin,full,12,unith,Nielsen,6,-0.09571745568428991,0.005057107989967564,0.05664370300983574,0.07292707292707293,-0.08922145939596444,0.12961765435029893,1000,1
