scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc
allplus,Nielsen,per-maze,"Gaze heatmap, 5x5",Random forest,1,25,361,1,0.8741102110947472,0.5086647029945999
allplus,Nielsen,per-maze,"Gaze heatmap, 5x5",Random forest,2,25,404,1,0.8559780043424903,0.511690109820951
allplus,Nielsen,per-maze,"Gaze heatmap, 5x5",Random forest,3,25,443,1,0.8626187990990496,0.5377959676976323
allplus,Nielsen,per-maze,"Gaze heatmap, 5x5",Random forest,4,25,425,1,0.8307869531745313,0.5837899646771125
allplus,Nielsen,per-maze,"Gaze heatmap, 5x5",Random forest,5,25,502,1,0.8942618534482758,0.4742149014778325
allplus,Nielsen,per-maze,"Gaze heatmap, 5x5",Random forest,6,25,500,1,0.873458540042523,0.48561304039688163
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,2635,6,0.7047504916698986,0.5227628993974397
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),1,100,361,1,0.7304000981836034,0.5453608247422681
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),2,100,404,1,0.7227532332672519,0.5363290223103307
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),3,100,443,1,0.7066589298467285,0.4881475580948195
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),4,100,425,1,0.6902171451861244,0.5359568879630467
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),5,100,502,1,0.6827214183087027,0.527196223316913
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),6,100,500,1,0.7044649184975196,0.5104890148830616
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,2635,6,0.9274519583557552,0.5340591066734386
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,1,100,361,1,0.9055351006381934,0.5693421698576338
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,2,100,404,1,0.9386347902703043,0.4993863872368545
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,3,100,443,1,0.929342004065264,0.5247624018019008
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,4,100,425,1,0.9013619690245449,0.5784462458110678
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,5,100,502,1,0.9514637212643677,0.5313269704433498
allplus,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,6,100,500,1,0.9306343019135365,0.509851169383416
allplus,Nielsen,across-maze,"Codebook occupancy (ms), K=6",Logistic (L2),pooled,6,2635,1,0.5881161208612058,0.5893430734358533
allplus,Nielsen,across-maze,"Codebook occupancy (ms), K=6",Random forest,pooled,6,2635,1,0.9008524030889776,0.5468912493572317
allplus,Nielsen,across-maze,"Codebook occupancy (ms), K=12",Logistic (L2),pooled,12,2635,1,0.5979592680857148,0.5912774315091394
allplus,Nielsen,across-maze,"Codebook occupancy (ms), K=12",Random forest,pooled,12,2635,1,0.9130639932114437,0.5696925203668218
allplus,Nielsen,across-maze,"Codebook occupancy (binary), K=6",Logistic (L2),pooled,6,2635,1,0.5961804138390623,0.5935559444832603
allplus,Nielsen,across-maze,"Codebook occupancy (binary), K=6",Random forest,pooled,6,2635,1,0.601529154589539,0.5964362961784394
allplus,Nielsen,across-maze,"Codebook occupancy (binary), K=12",Logistic (L2),pooled,12,2635,1,0.6105875046982621,0.6026408844492714
allplus,Nielsen,across-maze,"Codebook occupancy (binary), K=12",Random forest,pooled,12,2635,1,0.6451770898907236,0.5895393627888422
allplus,Nielsen,across-maze,"State bigrams, K=6",Logistic (L2),pooled,36,2635,1,0.6100381971586756,0.6011478171240411
allplus,Nielsen,across-maze,"State bigrams, K=6",Random forest,pooled,36,2635,1,0.6380183653045742,0.5950138469023754
allplus,Nielsen,across-maze,"State bigrams, K=12",Logistic (L2),pooled,144,2635,1,0.629635498453897,0.5872738204768131
allplus,Nielsen,across-maze,"State bigrams, K=12",Random forest,pooled,144,2635,1,0.6955321545595624,0.5889859478729267
allplus,Nielsen,across-maze,"Gaze heatmap, 5x5",Logistic (L2),pooled,25,2635,1,0.604863047102527,0.5898869765329017
allplus,Nielsen,across-maze,"Gaze heatmap, 5x5",Random forest,pooled,25,2635,1,0.8911486184227213,0.5760582330845272
allplus,Nielsen,across-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,2635,1,0.6299790048216274,0.5831286851092188
allplus,Nielsen,across-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,2635,1,0.9034366633922951,0.606032856704737
allplus,Nielsen,across-maze,Maze identity (reference),Logistic (L2),pooled,6,2635,1,0.7531867475574803,0.7531867475574803
allplus,Nielsen,across-maze,Maze identity (reference),Random forest,pooled,6,2635,1,0.7531867475574803,0.7531867475574803
