label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
svm,bigram,full,top_ten,Nielsen,4,12,unith,144,10,10,Nov_18_g0;Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0;Oct_25_g0,352,390,stable_shared,12,12,8,8,0.4490601265513222,0.4273308345006174,0.4213039454143708,0.01689153511159902,10,10,0,185.283,0.004191911117579866,0.02266496851676803,-0.04140183919416534,0.04982820135903467,0.5024875621890548,0.2537313432835821,0.5603195073764917,200,False,False,False,False,0,20,4,8,,0
svm,bigram,no_origin,top_ten,Nielsen,4,12,unith,121,10,10,Nov_18_g0;Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0;Oct_25_g0,352,390,stable_shared,12,12,8,8,0.29549417850375126,0.2422796384118185,0.22717632213380196,0.04171058632398289,10,10,0,185.283,0.001433300373938258,0.022537745424102834,-0.03974089352034327,0.045246157211819175,0.07462686567164178,0.03980099502487562,1.787103598524561,200,False,False,False,False,0,20,4,8,,0
svm,bigram,mean_removed,top_ten,Nielsen,4,12,unith,144,10,10,Nov_18_g0;Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0;Oct_25_g0,352,390,stable_shared,12,12,8,8,0.05973019248570184,0.12015227280833798,0.0691842966954023,0.020756935951617622,10,10,0,185.283,0.006324452062504188,0.037743534002728236,-0.07033558472505379,0.0804281410948483,0.6766169154228856,0.34328358208955223,0.3823829503636359,200,False,False,False,False,0,20,4,8,,0
