scope,label_source,feature,variant,k,space,dim,monkey,maze,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,name_H,name_S,n_trials_H,n_trials_S,half_rule,half_H,half_S,half_corr_rule_H,half_corr_rule_S,equal_n,stable_H,stable_S,r_HH,r_SS,r_HS,delta,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,2H,2S,42,12,stable_shared,6,6,4,4,True,True,True,0.26725122868152706,0.5217231395662417,0.2710705793624193,0.1234166047614651,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,2H,2S,82,4,stable_shared,41,2,20,2,False,True,False,0.8448396119407289,0.29401175742421387,0.08408992791321354,0.4853357567692578,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,2H,2S,54,11,stable_shared,5,5,5,5,True,True,True,0.27726635880013883,0.5372529077286587,0.3738827892493454,0.033376844015053364,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,2H,2S,51,5,stable_shared,25,2,8,2,False,True,False,0.6815360008121255,0.11396781262634492,0.22771938152775134,0.17003252519148387,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,2H,2S,54,20,stable_shared,10,10,8,8,True,True,True,0.4192724849560183,0.34792238893593663,0.46084990844604956,-0.07725247150007208,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,2H,2S,38,20,stable_shared,10,10,9,9,True,True,True,0.40922875423653504,0.38954862317313405,0.3980325810900163,0.0013561076148182472,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,2H,2S,55,11,stable_shared,5,5,4,4,True,True,True,0.2642976530681736,0.35451885655924886,0.3153458787451452,-0.005937623931433933,0,20,4,8,,0
top_ten,svm,bigram,full,12,unith,144,Nielsen,2,Oct_22_g0,0.999896608767576,1.0,1.0,0.8143459915611815,2H,2S,46,23,stable_shared,11,11,9,9,True,True,True,0.54443955141117,0.33374449121207,0.41782934039991526,0.02126268091170469,0,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,2H,2S,42,12,stable_shared,6,6,4,4,True,True,True,0.3324832889035914,0.20395201840608013,0.275459055478099,-0.0072414018232632715,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,2H,2S,82,4,stable_shared,41,2,20,2,False,True,False,0.60801505069488,,,,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,2H,2S,54,11,stable_shared,5,5,5,5,True,True,True,0.2157588510782687,0.11532024744149723,0.14036768363473565,0.02517186562514731,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,2H,2S,51,5,stable_shared,25,2,8,2,False,True,False,0.626583258992943,-0.022772491639518833,0.047101262896200966,0.25480412078051107,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,2H,2S,54,20,stable_shared,10,10,8,8,True,True,True,0.22905372264916438,0.2032014194469673,0.26763181548196563,-0.05150424443389978,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,2H,2S,38,20,stable_shared,10,10,9,9,True,True,True,0.23490974187730734,0.17122488094009378,0.24540623628036723,-0.04233892487166668,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,2H,2S,55,11,stable_shared,5,5,4,4,True,True,True,0.08774031282734665,0.13451778420382274,0.19619873876480445,-0.08506969024921976,80,20,4,8,,0
top_ten,svm,bigram,no_origin,12,unith,121,Nielsen,2,Oct_22_g0,0.999896608767576,1.0,1.0,0.8143459915611815,2H,2S,46,23,stable_shared,11,11,9,9,True,True,True,0.22642645419502413,0.13168992478117586,0.1744167783423674,0.004641411145732577,80,20,4,8,,0
top_ten,svm,bigram,mean_removed,12,unith,144,Nielsen,2,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,2H,2S,42,12,stable_shared,6,6,4,4,True,True,True,-0.140742446442726,0.42632268435992826,0.023316370691883716,0.11947374826671742,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,12,unith,144,Nielsen,2,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,2H,2S,82,4,stable_shared,41,2,20,2,False,True,False,0.6446581975700637,0.2924491363652517,-0.059251578669789286,0.527805245637447,0,20,4,8,,0
