scope,label_source,feature,variant,k,space,dim,monkey,maze,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,name_H,name_S,n_trials_H,n_trials_S,half_rule,half_H,half_S,half_corr_rule_H,half_corr_rule_S,equal_n,stable_H,stable_S,r_HH,r_SS,r_HS,delta,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,2H,2S,42,12,stable_shared,6,6,4,4,True,True,True,0.44082330163381006,0.8486856680534276,0.43532858007138353,0.20942590477223533,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,2H,2S,82,4,stable_shared,41,2,20,2,False,True,False,0.8815464152980838,-0.050964719143762556,0.5151857095048668,-0.09989486142770615,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,2H,2S,54,11,stable_shared,5,5,5,5,True,True,True,0.37291248655454534,0.8060920959010455,0.1777072118204896,0.4117950794073058,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,2H,2S,51,5,stable_shared,25,2,8,2,False,True,False,0.7597454848958957,0.1277979505640076,0.3399501702649279,0.1038215474650237,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,2H,2S,54,20,stable_shared,10,10,8,8,True,True,True,0.6471199816738366,0.5506232174102832,0.663483811500799,-0.06461221195873912,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,2H,2S,38,20,stable_shared,10,10,9,9,True,True,True,0.6701208326491629,0.6765262480133297,0.5125155244383276,0.1608080158929187,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,2H,2S,55,11,stable_shared,5,5,4,4,True,True,True,0.5752573484877225,0.3533959667377301,0.430875405817032,0.0334512517956943,24,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,2,Oct_22_g0,0.999896608767576,1.0,1.0,0.8143459915611815,2H,2S,46,23,stable_shared,11,11,9,9,True,True,True,0.6640065077065499,0.6411510300123097,0.6500270681059431,0.002551700753486652,24,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,2H,2S,42,12,stable_shared,6,6,4,4,True,True,True,0.2849486527403388,0.15724975686959716,0.2026698712968233,0.018429333508144685,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,2H,2S,82,4,stable_shared,41,2,20,2,False,True,False,0.7083773220113779,,,,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,2H,2S,54,11,stable_shared,5,5,5,5,True,True,True,0.2038371848179048,-0.09888888465870707,0.2263414250674831,-0.17386727498788423,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,2H,2S,51,5,stable_shared,25,2,8,2,False,True,False,0.6310705815546955,-0.08240023644724662,0.16265888374228107,0.1116762888114434,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,2H,2S,54,20,stable_shared,10,10,8,8,True,True,True,0.2991437316730367,0.417895372634442,0.29673110513939893,0.061788447014340386,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,2H,2S,38,20,stable_shared,10,10,9,9,True,True,True,0.3482526472605645,0.5705367242673636,0.4687424940131132,-0.009347808249149159,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,2H,2S,55,11,stable_shared,5,5,4,4,True,True,True,0.20274922352227653,0.23008705280057482,0.2881371404112303,-0.0717190022498046,172,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,2,Oct_22_g0,0.999896608767576,1.0,1.0,0.8143459915611815,2H,2S,46,23,stable_shared,11,11,9,9,True,True,True,0.3137676075419552,0.22787407725309544,0.24328601163941208,0.027534830758113277,172,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,2H,2S,42,12,stable_shared,6,6,4,4,True,True,True,0.04921679923715367,0.8191945159309432,0.1525323306952068,0.2816733268888416,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,2H,2S,82,4,stable_shared,41,2,20,2,False,True,False,0.6721536553528117,-0.4826967701809415,0.17659775615067755,-0.08186931356474245,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,2H,2S,54,11,stable_shared,5,5,5,5,True,True,True,0.14967340706946808,0.670493406045036,-0.1614244994063259,0.5715079059635779,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,2H,2S,51,5,stable_shared,25,2,8,2,False,True,False,0.2556695531539154,0.06717850564126394,0.1684557796538842,-0.007031750256294544,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,2H,2S,54,20,stable_shared,10,10,8,8,True,True,True,0.18175203742584414,0.0871964891792832,0.26859944088712007,-0.1341251775845564,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,2H,2S,38,20,stable_shared,10,10,9,9,True,True,True,0.31276097828078125,0.4687246518427043,0.11296690920797695,0.2777759058537659,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,2H,2S,55,11,stable_shared,5,5,4,4,True,True,True,0.2714330792905345,0.09327426411325297,0.10502003031860714,0.07733364138328659,0,20,4,8,,0
top_ten,svm,bigram,mean_removed,6,unith,36,Nielsen,2,Oct_22_g0,0.999896608767576,1.0,1.0,0.8143459915611815,2H,2S,46,23,stable_shared,11,11,9,9,True,True,True,0.18666976634422797,0.29520002521999816,0.1987434486945317,0.04219144708758138,0,20,4,8,,0
