scope,label_source,feature,variant,k,space,dim,monkey,maze,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,name_H,name_S,n_trials_H,n_trials_S,half_rule,half_H,half_S,half_corr_rule_H,half_corr_rule_S,equal_n,stable_H,stable_S,r_HH,r_SS,r_HS,delta,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_18_g0,0.990064289888954,0.9955191895577635,0.9658094681472823,0.46511627906976744,4H,4S,43,27,stable_shared,13,13,13,13,True,True,True,0.6467238505292416,0.6192965407391801,0.6052940130297392,0.02771618260447173,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,4H,4S,54,27,stable_shared,13,13,4,4,True,True,True,0.6992201199651575,0.6736343649964424,0.6088973615480615,0.07752988093273849,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,4H,4S,40,45,stable_shared,20,20,20,20,True,True,True,0.6563522430030522,0.710922906695559,0.6471085681381608,0.036529006711144785,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,4H,4S,24,33,stable_shared,12,12,5,5,True,True,True,0.6526875595376412,0.47909091930157777,0.6273581094441614,-0.061468870024551814,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,4H,4S,16,36,stable_shared,8,8,8,8,True,True,True,0.4906356637509123,0.5914076815593025,0.5949417347654292,-0.053920062110321854,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,4H,4S,19,49,stable_shared,9,9,8,8,True,True,True,0.5706169438503347,0.5357273093546328,0.6553884583426668,-0.10221633174018308,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,4H,4S,34,39,stable_shared,17,17,9,9,True,True,True,0.7929790035814617,0.7531867417412541,0.7445048847698459,0.028577987891512002,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,4H,4S,28,59,stable_shared,14,14,4,4,True,True,True,0.5515094585163471,0.7496415498400163,0.7208775834340854,-0.0703020792559036,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Oct_22_g0,0.999896608767576,1.0,1.0,0.8143459915611815,4H,4S,18,64,stable_shared,9,9,9,9,True,True,True,0.443603139722151,0.5322401504205689,0.5786769153967461,-0.09075527032538622,0,20,4,8,,0
top_ten,svm,bigram,full,6,unith,36,Nielsen,4,Oct_25_g0,0.969401041666667,0.97021484375,0.921875,0.5207547169811321,4H,4S,76,11,stable_shared,5,5,4,4,True,True,True,0.38542754276885466,0.29027550009659026,0.4036203561915276,-0.06576883475880513,0,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_18_g0,0.990064289888954,0.9955191895577635,0.9658094681472823,0.46511627906976744,4H,4S,43,27,stable_shared,13,13,13,13,True,True,True,0.6127238835072802,0.31058824434435095,0.13226475121830486,0.32939131270751076,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_1_g0,0.96875,0.9744318181818181,0.9217657342657343,0.9030612244897959,4H,4S,54,27,stable_shared,13,13,4,4,True,True,True,0.5043563189439125,0.5151614077570523,0.4969909296726452,0.012767933677837184,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_3_g0,0.999725274725275,1.0,1.0,0.9810606060606061,4H,4S,40,45,stable_shared,20,20,20,20,True,True,True,0.5714531666395817,0.24535983849315116,0.3792760994456334,0.029130403120733006,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_4_g0,0.965494505494505,0.9621978021978022,0.9335164835164835,0.6478260869565218,4H,4S,24,33,stable_shared,12,12,5,5,True,True,True,0.45382613713816006,0.05036281242772833,0.28045314327930193,-0.02835866849635771,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_6_g0,1.0,1.0,0.9814814814814814,0.9037433155080213,4H,4S,16,36,stable_shared,8,8,8,8,True,True,True,0.46265160196097427,0.48456217963780934,0.4019384402568498,0.07166845054254195,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_7_g0,0.973597359735974,0.9867986798679867,0.9692754989784693,0.5319148936170213,4H,4S,19,49,stable_shared,9,9,8,8,True,True,True,0.12864715943658234,0.07333719298639557,0.26801140471743984,-0.16701922850595088,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Nov_9_g0,0.957720588235294,0.9620655080213905,0.9217914438502673,0.593607305936073,4H,4S,34,39,stable_shared,17,17,9,9,True,True,True,0.6544640292162186,0.4276003570309258,0.3153209025336182,0.22571129058995398,32,20,4,8,,0
top_ten,svm,bigram,no_origin,6,unith,25,Nielsen,4,Oct_21_g0,0.990039008080245,0.9988854834215659,0.976177208135971,0.6844106463878327,4H,4S,28,59,stable_shared,14,14,4,4,True,True,True,0.4430209169119335,0.3966766584489983,0.5284639648803966,-0.10861517719993069,32,20,4,8,,0
