label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
svm,occupancy_bin,full,top_ten,Nielsen,2,12,unith,12,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.8379896374985514,0.7147168753606512,0.7184946930588532,0.05785856337074813,8,8,0,99.544,0.006248748952414372,0.017293873600262123,-0.029352511037359356,0.04026420021892477,0.004975124378109453,0.004975124378109453,2.9842830826259483,200,False,False,False,False,0,20,4,8,,0
svm,occupancy_bin,no_origin,top_ten,Nielsen,2,12,unith,11,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.612800934632049,0.4002099551604257,0.3603998195949077,0.1461056253013297,8,8,0,99.544,0.021288754274021805,0.037075420859536246,-0.046108771124809905,0.08928482116291203,0.004975124378109453,0.004975124378109453,3.36656653204797,200,False,False,False,False,0,20,4,8,,0
svm,occupancy_bin,mean_removed,top_ten,Nielsen,2,12,unith,12,10,8,Nov_1_g0;Nov_3_g0;Nov_4_g0;Nov_6_g0;Nov_7_g0;Nov_9_g0;Oct_21_g0;Oct_22_g0,422,106,stable_shared,10,5,8,4,0.3041077628630511,0.24472851890545352,0.06032094856837319,0.21409719231587912,8,8,0,99.544,0.02150267498081836,0.05491743712989201,-0.08876017295824967,0.1271068382720918,0.004975124378109453,0.004975124378109453,3.5069829802787713,200,False,False,False,False,0,20,4,8,,0
