scope,monkey,space,feature_set,model,maze_a,maze_b,d,n_trials,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
all,Faure,deg,"Codebook occupancy (ms), K=12",Random forest,4,6,12,765,0.9360700774635201,0.5922910632872802,0.007214101110550249,0.04819065664547266
all,Faure,deg,"Codebook occupancy (ms), K=12",Random forest,5,6,12,826,0.9672182505443938,0.525062656641604,0.006717169093704858,0.02484834975738048
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),1,1,6,303,nan,0.5071061345416522,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),2,2,6,304,nan,0.49210526315789477,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),3,3,6,355,nan,0.48955437059607687,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),4,4,6,338,nan,0.5189349112426036,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),5,5,6,399,nan,0.4837361809045226,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),6,6,6,427,nan,0.5030450616471415,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),1,2,6,607,0.5662942939030746,0.543620809449366,0.014512688830887858,0.04851194652020587
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),1,3,6,658,0.5389892158229908,0.5241481894668341,0.007051555334580415,0.04717590505257235
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),1,4,6,641,0.5549900404241608,0.527222840627258,0.02535859623791052,0.04397965648873078
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),1,5,6,702,0.5898967716320505,0.5927318295739348,0.012736416725548013,0.04078771188462076
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),1,6,6,730,0.5899562145910142,0.5862568692466437,0.01846755632445346,0.08270546259584237
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),2,3,6,659,0.5941947739065975,0.5885563380281691,0.010983220213812074,0.043335415963097555
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),2,4,6,642,0.5462448419495485,0.5321064310183743,0.006642282600037513,0.02443214302116461
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),2,5,6,703,0.6441102756892231,0.6401942355889725,0.007609112860904704,0.03133837691978177
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),2,6,6,731,0.6159260215086897,0.6096465549118699,0.010456874836169085,0.03936038628582606
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),3,4,6,693,0.5856331777648138,0.5767063921993499,0.011493965325481024,0.06456817597243858
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),3,5,6,754,0.5723622436372622,0.5337251579653359,0.01277031286779846,0.03818275522630448
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),3,6,6,782,0.5781640663654055,0.5753471649569548,0.010246370361358403,0.04659642637181914
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),4,5,6,737,0.5972837048241906,0.587611780931619,0.004490217320185902,0.03372720538073466
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),4,6,6,765,0.6079050205784128,0.5930359048265732,0.01022221173969273,0.02784728974905067
all,Faure,deg,"Codebook occupancy (binary), K=6",Logistic (L2),5,6,6,826,0.5441061670569867,0.49854143555610336,0.018958418488676368,0.03591380893129205
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,1,1,6,303,nan,0.5141991983269432,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,2,2,6,304,nan,0.5078947368421053,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,3,3,6,355,nan,0.4891322287818194,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,4,4,6,338,nan,0.527810650887574,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,5,5,6,399,nan,0.5062738693467336,nan,nan
