scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
top_four,dendro,occupancy_bin,mean_removed,12,unith,Faure,1,0.27847526249710886,-0.023063115480213035,0.14058704441197595,0.03496503496503497,-0.2592470317271222,0.28429879823954946,1000,1
top_four,dendro,occupancy_bin,mean_removed,12,unith,Faure,2,0.08745077474401505,0.028520820951117323,0.08954545310386845,0.4975024975024975,-0.1282002412758885,0.21874614872519257,1000,3
top_four,dendro,occupancy_bin,mean_removed,12,unith,Faure,3,0.04830043182193364,-0.0011704925961038538,0.09333018803318577,0.6083916083916084,-0.17677474749109073,0.18548924976985817,1000,3
top_four,dendro,occupancy_bin,mean_removed,12,unith,Faure,4,-0.06585216492464084,0.0073860928686729395,0.09515847900769502,0.43356643356643354,-0.16228915203923605,0.21914319137546118,1000,2
top_four,dendro,occupancy_bin,mean_removed,12,unith,Faure,5,0.02229110446943225,0.00858044316297538,0.0647579548539218,0.8401598401598401,-0.1102227918368047,0.1373331840464871,1000,3
top_four,dendro,occupancy_bin,mean_removed,12,unith,Faure,6,-0.033799068916002414,-0.005552838056214318,0.0902267298262094,0.7482517482517482,-0.16980446980487815,0.1875014983042589,1000,2
top_four,dendro,occupancy_bin,mean_removed,12,unith,Nielsen,1,0.05616152842571022,0.012667930248288066,0.11445194604376466,0.6793206793206793,-0.19995790089652044,0.24901993548781692,1000,2
top_four,dendro,occupancy_bin,mean_removed,12,unith,Nielsen,2,-0.029000504010881167,8.785643873299758e-05,0.07463495478881445,0.7082917082917083,-0.13246262347894205,0.1550818899034116,1000,3
top_four,dendro,occupancy_bin,mean_removed,12,unith,Nielsen,3,-0.041881845831699016,0.004997114958441217,0.0756406709349252,0.5474525474525475,-0.12511969458622946,0.16131579922041522,1000,3
top_four,dendro,occupancy_bin,mean_removed,12,unith,Nielsen,4,0.08620992592754591,-0.0010622689059917117,0.07010561319876739,0.21678321678321677,-0.12657728575344368,0.14346848119731398,1000,4
top_four,dendro,occupancy_bin,mean_removed,12,unith,Nielsen,5,0.05892949631778438,0.018876229130708987,0.1135261895330925,0.7042957042957043,-0.18064416302662656,0.2713432699742633,1000,1
top_four,dendro,occupancy_bin,mean_removed,12,unith,Nielsen,6,-0.234198708656615,-0.0059052010501461465,0.13400804756614557,0.07592407592407592,-0.2369518841620605,0.25731339403961,1000,1
