method,monkey,source,scope,maze,session,k,feature,variant,reason_skipped,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_degenerate,n_rounds,n_perm
trial_by_trial,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy,full,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy,no_origin,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy,mean_removed,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy_bin,full,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy_bin,no_origin,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy_bin,mean_removed,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy,full,,0.391900826446281,0.4117355371900826,0.41834710743801656,0.42099173553719005,-0.017851239669421537,-0.7125928520253536,0.34965034965034963,0,0.00023272727272728106,0.025377699047569736,46,23,11,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,46,23,11,1,69,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy,mean_removed,,-0.022644628099173548,-0.036033057851239676,-0.0013223140495867759,-0.00016528925619834753,-0.028595041322314052,-0.5758417775272967,0.44755244755244755,0,-0.0018449586776859502,0.04645387620101959,46,23,11,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy_bin,full,,0.6499214285714284,0.9999999999999999,0.8397142857142854,0.7878650793650793,0.011171031746031734,0.7967705755660708,0.4515484515484515,0,-0.0006863065719274843,0.014881747245165392,46,23,11,2,34,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,46,23,11,1,69,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy_bin,mean_removed,,-0.006280991735537192,-0.03471074380165289,-0.006611570247933883,-0.015206611570247934,-0.009586776859504135,-0.20396887725366009,0.8371628371628371,0,-0.00035586776859504096,0.045256458804885887,46,23,11,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy,full,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy,no_origin,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy,mean_removed,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy_bin,full,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy_bin,no_origin,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy_bin,mean_removed,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy,full,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy,no_origin,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy,mean_removed,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy_bin,full,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy_bin,no_origin,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy_bin,mean_removed,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy,full,,0.8399999999999999,1.0,0.92,0.9119999999999999,0.0040000000000000036,0.33396631109875297,0.7432567432567433,0,-0.000169599999999963,0.0124850916437707,55,11,5,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,11,5,1,66,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy,mean_removed,,-0.00639999999999999,-0.0904,0.0023999999999999968,0.011199999999999996,-0.055199999999999985,-0.6465756994984215,0.3856143856143856,0,0.0012448000000000019,0.08729805348977206,55,11,5,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy_bin,full,,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.05482716529388043,1.0,0,-3.3306690738754697e-19,6.074851865900177e-18,55,11,5,2,21,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,11,5,1,66,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy_bin,mean_removed,,0.12879999999999997,-0.0296,0.09759999999999999,0.128,-0.0632,-0.8845309168921405,0.19080919080919082,0,-0.0020624000000000003,0.06911866937880602,55,11,5,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy,full,,0.4263999999999999,0.43911111111111123,0.4285333333333334,0.46284444444444445,-0.012933333333333352,-0.457646902050033,0.6103896103896104,0,-0.0008081777777777914,0.02649456491727755,54,20,10,2,1,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,20,10,1,74,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy,mean_removed,,0.056400000000000006,-0.0512,0.011999999999999997,0.032799999999999996,-0.019799999999999995,-0.3732096638359349,0.6933066933066933,0,-0.0007226000000000029,0.05111711150219981,54,20,10,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy_bin,full,,0.69093820861678,0.568642857142857,0.6544994708994709,0.6550306122448979,-0.024974508692365838,-0.9146511095858376,0.17682317682317683,0,0.0008807492151293696,0.02826789104230432,54,20,10,2,29,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,20,10,1,74,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy_bin,mean_removed,,0.03919999999999999,-0.015999999999999993,-0.0552,-0.04879999999999999,0.06359999999999999,1.2980253860058568,0.07792207792207792,0,-0.0012412000000000022,0.04995372255354905,54,20,10,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy,full,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy,no_origin,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy,mean_removed,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy_bin,full,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy_bin,no_origin,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy_bin,mean_removed,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy,full,,0.5831111111111111,-0.08613333333333334,-0.16771111111111114,-0.12264444444444444,0.3936666666666667,7.104470942157186,0.000999000999000999,1,-0.0008567999999999909,0.05553171655972379,41,12,6,2,3,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,41,12,6,1,53,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy,mean_removed,,0.028888888888888895,0.16444444444444448,-0.11777777777777777,-0.10666666666666666,0.2088888888888889,2.787491818584837,0.03396603396603397,0,-0.001798888888888888,0.07558328113219018,41,12,6,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy_bin,full,,0.9999999999999999,-0.1486666666666666,0.09899999999999999,0.16033333333333327,0.29600000000000004,8.973493876909044,0.000999000999000999,1,-0.0013801650605671728,0.03313984153104487,41,12,6,2,18,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,41,12,6,1,53,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy_bin,mean_removed,,0.12777777777777777,0.0166666666666666,-0.1111111111111111,-0.12111111111111111,0.1883333333333333,2.5434064012184527,0.03396603396603397,0,0.000107222222222226,0.07400551914194241,41,12,6,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy,full,,0.35999999999999993,1.0,0.612,0.628,0.05999999999999994,1.0833787076634327,0.16383616383616384,0,0.0026241999999999876,0.05296005874413454,54,11,5,2,1,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,11,5,1,65,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy,mean_removed,,-0.0232,0.12479999999999994,-0.009600000000000008,0.03119999999999999,0.03999999999999998,0.49927252680004724,0.5714285714285714,0,-0.0008159999999999989,0.08175094324055668,54,11,5,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy_bin,full,,0.7181818181818178,0.9999999999999999,0.8205387205387205,0.8813333333333331,0.008154882154882137,0.2854003053615542,0.7452547452547452,0,-8.510057047472674e-05,0.028871667515976165,54,11,5,2,21,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,11,5,1,65,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy_bin,mean_removed,,0.012,0.36479999999999996,0.136,0.10480000000000002,0.06799999999999998,0.7724008605287375,0.26873126873126874,0,0.0048416000000000015,0.08176894049129577,54,11,5,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy,full,,0.34639999999999993,0.12319999999999999,0.28080000000000005,0.20360000000000003,-0.007400000000000073,-0.1754898565264846,0.7522477522477522,0,-0.0002716000000000087,0.040620011555620936,38,20,10,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,38,20,10,1,58,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy,mean_removed,,0.04479999999999999,-0.0416,-0.023200000000000002,-0.027999999999999997,0.027199999999999995,0.46931744869909037,0.6033966033966034,0,0.0003427999999999988,0.05722608454990532,38,20,10,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy_bin,full,,0.6793784958427814,0.6002857142857141,0.6887729402872256,0.6385245275888132,-0.023816628873771672,-1.0036739459595707,0.23576423576423577,0,-0.0005590662873061758,0.02317242833700332,38,20,10,2,22,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,38,20,10,1,58,100,1000
trial_by_trial,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy_bin,mean_removed,,0.048799999999999996,-0.031200000000000002,-0.015999999999999997,-0.0296,0.031599999999999996,0.6814340640074811,0.3836163836163836,0,-0.0022394000000000008,0.04965909658374298,38,20,10,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy,full,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy,no_origin,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy,mean_removed,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy_bin,full,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy_bin,no_origin,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy_bin,mean_removed,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy,full,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy,no_origin,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy,mean_removed,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy_bin,full,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy_bin,no_origin,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy_bin,mean_removed,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy,full,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy,no_origin,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy,mean_removed,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy_bin,full,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy_bin,no_origin,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy_bin,mean_removed,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy,full,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy,no_origin,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy,mean_removed,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy_bin,full,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy_bin,no_origin,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy_bin,mean_removed,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy,full,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy,no_origin,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy,mean_removed,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy_bin,full,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy_bin,no_origin,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy_bin,mean_removed,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy,full,,0.3482142857142857,-0.041785714285714315,0.10924744897959184,0.11691326530612244,0.040133928571428557,0.8896208565293346,0.15184815184815184,0,8.759141156462347e-05,0.04501506104083053,60,16,8,2,2,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,60,16,8,1,76,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy,mean_removed,,-0.01,-0.081875,-0.005625,-0.0056250000000000015,-0.0403125,-0.6916573723677415,0.34165834165834164,0,-0.0016775000000000004,0.05585858192726454,60,16,8,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy_bin,full,,0.733595238095238,-0.10169523809523805,-5.238095238095319e-05,0.0007154195011337838,0.31561848072562354,5.959175830891732,0.002997002997002997,0,0.0005888387402940895,0.052864632782313514,60,16,8,2,25,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,60,16,8,1,76,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy_bin,mean_removed,,0.04749999999999998,0.0925,-0.104375,-0.07625,0.16031249999999997,2.5229804134994085,0.03896103896103896,0,0.0020968750000000006,0.0627098110446893,60,16,8,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy,full,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy,no_origin,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy,mean_removed,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy_bin,full,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy_bin,no_origin,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy_bin,mean_removed,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy,full,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy,no_origin,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy,mean_removed,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy_bin,full,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy_bin,no_origin,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy_bin,mean_removed,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy,full,,0.5144135802469135,0.78,0.6242283950617284,0.6542052469135803,0.007989969135802522,0.38250472210091624,0.6593406593406593,0,0.00047189429012345157,0.019654854989464877,55,19,9,2,2,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,19,9,1,74,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy,mean_removed,,0.0022222222222222222,-0.06419753086419752,-0.01234567901234568,-0.006666666666666665,-0.021481481481481476,-0.40479219789973486,0.6543456543456544,0,0.000780740740740741,0.05499666826023279,55,19,9,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy_bin,full,,0.6739993197278911,0.6279999999999998,0.6423455026455026,0.6875734693877549,-0.01395982615268343,-0.5877671390420263,0.6743256743256744,0,0.0011670678415830408,0.025736202297598803,55,19,9,2,27,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,19,9,1,74,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy_bin,mean_removed,,0.027407407407407384,-0.05283950617283952,-0.0002469135802469377,0.008395061728395041,-0.01679012345679012,-0.32350641898710253,0.7452547452547452,0,-0.0008782716049382705,0.049185583091895996,55,19,9,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy,full,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy,no_origin,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy,mean_removed,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy_bin,full,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy_bin,no_origin,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy_bin,mean_removed,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
trial_by_trial,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy,full,,0.31035714285714294,0.75125,0.4880357142857143,0.5408035714285714,0.016383928571428674,0.6862096542623932,0.4115884115884116,0,0.0004405803571428495,0.023233931663965483,16,36,8,2,1,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,16,36,8,1,52,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy,mean_removed,,-0.0031249999999999945,0.02875,-0.0725,-0.043125,0.070625,0.9977954361520619,0.10989010989010989,0,0.0016149999999999992,0.06916247308780335,16,36,8,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy_bin,full,,0.596238095238095,0.836738095238095,0.7199253968253967,0.7463460317460318,-0.016647619047619244,-1.1720844842013998,0.13886113886113885,0,0.0003105480158730275,0.014468382861536405,16,36,8,2,14,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,16,36,8,1,52,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy_bin,mean_removed,,-0.045000000000000026,0.19375,0.04812499999999998,0.065,0.01781250000000001,0.22400996689185365,0.9470529470529471,0,0.003921874999999996,0.06200895965805868,16,36,8,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy,full,,0.5807407407407407,0.8593518518518518,0.7161728395061728,0.7302160493827159,-0.003148148148148122,-0.36135709640644553,0.8201798201798202,0,0.00040015432098765015,0.009819379512460797,18,63,9,2,1,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,18,63,9,1,81,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy,mean_removed,,-0.0745679012345679,-0.0032098765432098785,-0.006666666666666667,-0.007407407407407407,-0.03185185185185185,-0.5508170747089204,0.44455544455544455,0,-0.0017323456790123459,0.05468150417950674,18,63,9,2,0,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy_bin,full,,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,nan,1.0,0,0.0,0.0,18,63,9,2,16,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,18,63,9,1,81,100,1000
trial_by_trial,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy_bin,mean_removed,,0.14271604938271598,0.4348148148148148,0.2886419753086419,0.3032098765432098,-0.007160493827160441,-0.21529134468953381,0.8301698301698301,0,-0.00019753086419752386,0.03234204780969727,18,63,9,2,0,100,1000
