scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
all,Faure,per-maze,"Gaze heatmap, 5x5",Logistic (L2),2,25,177,1,0.6165027137042063,0.4105834464043419,0.02047953218591853,0.08035641999477708
all,Faure,per-maze,"Gaze heatmap, 5x5",Logistic (L2),3,25,194,1,0.6927854122621564,0.4363107822410148,0.024862234361440347,0.09734653508008394
all,Faure,per-maze,"Gaze heatmap, 5x5",Logistic (L2),4,25,213,1,0.6648224043715847,0.49836065573770494,0.030909263577267233,0.138033697380108
all,Faure,per-maze,"Gaze heatmap, 5x5",Logistic (L2),5,25,259,1,0.6940064298836497,0.5272504592774035,0.019352546549457325,0.12288171664672698
all,Faure,per-maze,"Gaze heatmap, 5x5",Logistic (L2),6,25,258,1,0.6862017167381974,0.4911587982832618,0.04631029283752167,0.06775536940232475
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,pooled,25,1295,6,0.9805994610424665,0.47975002566504615,0.0173524043280797,0.05027558613844209
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,1,25,194,1,0.9986187845303867,0.4972375690607735,0.001888698474155749,0.006211299937499418
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,2,25,177,1,0.9636533242876526,0.4122795115332429,0.017120012921429638,0.05456525715193321
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,3,25,194,1,0.9644556025369979,0.5081923890063424,0.013229925596068918,0.04582336837145598
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,4,25,213,1,0.9903005464480874,0.5032786885245902,0.011868509607265008,0.05947277621071097
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,5,25,259,1,0.978413962033068,0.4733108797713819,0.01177969519737197,0.043911436390272944
all,Faure,per-maze,"Gaze heatmap, 5x5",Random forest,6,25,258,1,0.985,0.47854077253218885,0.013693063937629165,0.016896291567995367
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,1295,6,0.8614235477789932,0.49845460355260657,0.0682182704474663,0.09232109653719453
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),1,100,194,1,0.9627071823204421,0.5242243943901402,0.0070200420150441116,0.10195695499141573
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),2,100,177,1,0.7790535956580733,0.3976255088195387,0.03595260915172923,0.06757611354041032
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),3,100,194,1,0.8975951374207187,0.49445031712473575,0.020332387891928573,0.07121455208383196
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),4,100,213,1,0.7950136612021858,0.45273224043715843,0.0231804599334648,0.054788347522858785
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),5,100,259,1,0.8356679934680546,0.5595019391712595,0.011775800218623476,0.06575439126157222
all,Faure,per-maze,"Gaze heatmap, 10x10",Logistic (L2),6,100,258,1,0.8952575107296137,0.527725321888412,0.02427261136827074,0.1119704900650959
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,1295,6,0.9800754408736653,0.5073215533435975,0.023069676579876488,0.038814402770953216
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,1,100,194,1,1.0,0.5,0.0,0.0
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,2,100,177,1,0.9789857530529172,0.4846675712347354,0.008558729484730215,0.0378826757326031
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,3,100,194,1,0.9424550739957717,0.5081923890063424,0.017853056405619006,0.04082165772682945
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,4,100,213,1,0.9916666666666667,0.4972677595628415,0.01141088661469092,0.006211299937499418
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,5,100,259,1,0.9928046540110227,0.5161767707695448,0.008930161820480568,0.0551699623987787
all,Faure,per-maze,"Gaze heatmap, 10x10",Random forest,6,100,258,1,0.9717811158798283,0.5271244635193133,0.02371713508231484,0.05747389876087267
all,Faure,across-maze,"Codebook occupancy (ms), K=6",Logistic (L2),pooled,6,1295,1,0.6005238500645187,0.5966481842613344,0.009542403639117245,0.03865705915198316
all,Faure,across-maze,"Codebook occupancy (ms), K=6",Random forest,pooled,6,1295,1,0.927920438338621,0.5653214774281805,0.009879792903317974,0.02564201792606101
all,Faure,across-maze,"Codebook occupancy (ms), K=12",Logistic (L2),pooled,12,1295,1,0.594537988376944,0.570732795839761,0.00447426589632998,0.022297237245489966
all,Faure,across-maze,"Codebook occupancy (ms), K=12",Random forest,pooled,12,1295,1,0.9569559454162664,0.5655009653539793,0.002470054818802856,0.014215192671382753
all,Faure,across-maze,"Codebook occupancy (binary), K=6",Logistic (L2),pooled,6,1295,1,0.5646935728769489,0.5636866819959058,0.007201772142847667,0.02909665499277785
all,Faure,across-maze,"Codebook occupancy (binary), K=6",Random forest,pooled,6,1295,1,0.5847522581521476,0.5616310601430082,0.004567557330851067,0.02706343163710216
all,Faure,across-maze,"Codebook occupancy (binary), K=12",Logistic (L2),pooled,12,1295,1,0.5804894199144279,0.5650316286831407,0.003540788099648303,0.01765832872488686
all,Faure,across-maze,"Codebook occupancy (binary), K=12",Random forest,pooled,12,1295,1,0.6369095696170601,0.5635641936141107,0.008088183884189049,0.02574191983690517
all,Faure,across-maze,"State bigrams, K=6",Logistic (L2),pooled,36,1295,1,0.5978003027039613,0.5751921005908549,0.007137420818936646,0.022805424774422912
all,Faure,across-maze,"State bigrams, K=6",Random forest,pooled,36,1295,1,0.6454146292361576,0.5823607028165052,0.005705706143976237,0.014310191693433706
all,Faure,across-maze,"State bigrams, K=12",Logistic (L2),pooled,144,1295,1,0.6493676082506233,0.554572818736599,0.010588399511135278,0.01155056071192006
all,Faure,across-maze,"State bigrams, K=12",Random forest,pooled,144,1295,1,0.7453305852276586,0.560529877463108,0.01145500535722222,0.03143355044398095
all,Faure,across-maze,"Gaze heatmap, 5x5",Logistic (L2),pooled,25,1295,1,0.5802838577291382,0.5542441617913865,0.007360172707826558,0.03176444887634535
