monkey,source,scope,maze,k,k_marginal_gain,k_max_curvature,k_modal_per_split,modal_share,n_distinct_per_split,at_grid_edge,ev_at_k,ev_sd_at_k,assigned_fraction_at_k,sse_per_n_at_k,stability_at_k,reason_skipped,ev_K2,assigned_K2,stability_K2,ev_K3,assigned_K3,stability_K3,ev_K4,assigned_K4,stability_K4,ev_K5,assigned_K5,stability_K5,ev_K6,assigned_K6,stability_K6,ev_K7,assigned_K7,stability_K7,ev_K8,assigned_K8,stability_K8,ev_K9,assigned_K9,stability_K9,ev_K10,assigned_K10,stability_K10,ev_K11,assigned_K11,stability_K11,ev_K12,assigned_K12,stability_K12,ev_K13,assigned_K13,stability_K13,ev_K14,assigned_K14,stability_K14,ev_K15,assigned_K15,stability_K15,ev_K16,assigned_K16,stability_K16,ev_K17,assigned_K17,stability_K17,ev_K18,assigned_K18,stability_K18,ev_K19,assigned_K19,stability_K19,ev_K20,assigned_K20,stability_K20
Faure,svm,top_ten,2,6,9,3,6,0.650,4,0,0.3769,0.0258,0.8911,1.64831,0.9903,,0.1652,0.7495,0.9783,0.2474,0.8409,0.9952,0.3001,0.8665,0.9944,0.3463,0.8787,0.9909,0.3769,0.8911,0.9903,0.3884,0.8947,0.7805,0.4064,0.9001,0.8537,0.4142,0.9010,0.8472,0.4249,0.9054,0.8338,0.4325,0.9073,0.8937,0.4393,0.9095,0.8802,0.4481,0.9128,0.8890,0.4594,0.9169,0.8699,0.4654,0.9183,0.8496,0.4767,0.9211,0.8830,0.4839,0.9228,0.8527,0.4840,0.9234,0.7645,0.4942,0.9256,0.7657,0.4966,0.9263,0.7303
Faure,svm,top_ten,3,8,9,3,8,0.400,4,0,0.3788,0.0258,0.8969,1.78706,0.9588,,0.1492,0.7482,0.9938,0.2271,0.8117,0.9920,0.2728,0.8666,0.9889,0.3017,0.8726,0.9884,0.3332,0.8845,0.9771,0.3580,0.8911,0.7855,0.3788,0.8969,0.9588,0.3828,0.8965,0.9115,0.4024,0.9022,0.9324,0.4095,0.9055,0.8603,0.4178,0.9083,0.7948,0.4214,0.9095,0.8081,0.4289,0.9119,0.8526,0.4339,0.9130,0.8419,0.4423,0.9167,0.8133,0.4460,0.9182,0.8148,0.4515,0.9205,0.7860,0.4514,0.9201,0.7665,0.4584,0.9224,0.7668
Faure,svm,top_ten,4,6,10,3,6,0.500,6,0,0.3502,0.0300,0.9086,1.49330,0.9929,,0.1671,0.7644,0.9931,0.2548,0.8651,0.9939,0.2894,0.8844,0.9815,0.3246,0.8998,0.9949,0.3502,0.9086,0.9929,0.3612,0.9101,0.9723,0.3766,0.9128,0.8392,0.3935,0.9152,0.7775,0.4030,0.9202,0.7759,0.4194,0.9247,0.8213,0.4303,0.9264,0.7303,0.4389,0.9293,0.7666,0.4430,0.9290,0.8867,0.4536,0.9317,0.9202,0.4609,0.9331,0.8886,0.4640,0.9341,0.8408,0.4695,0.9351,0.7650,0.4757,0.9366,0.8163,0.4878,0.9388,0.7868
Faure,svm,top_ten,5,5,9,5,5,0.500,3,0,0.3176,0.0311,0.8745,2.03869,0.9808,,0.1163,0.7137,0.9877,0.1921,0.7851,0.9893,0.2488,0.8492,0.9786,0.3176,0.8745,0.9808,0.3310,0.8868,0.9633,0.3529,0.8967,0.9817,0.3649,0.8992,0.9507,0.3699,0.9005,0.7862,0.3786,0.9039,0.7699,0.3859,0.9066,0.7634,0.3914,0.9087,0.8054,0.3986,0.9104,0.8435,0.4024,0.9116,0.8514,0.4073,0.9129,0.8859,0.4161,0.9156,0.8701,0.4228,0.9176,0.8464,0.4245,0.9181,0.7734,0.4284,0.9190,0.7476,0.4349,0.9203,0.7954
