monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Faure,mean_removed,2,0.5,0.04487397000805812,0.45576623826324836,-0.4975428125432644,-0.4750998533862934,0.7366414371004322,1.7692408024348631,0.07392607392607392,0,0.07069432486596983,0.37640275496584363,319,210,105,5,10,0,100,1000,
Faure,mean_removed,3,0.5,0.002517201596818419,-0.442935332506086,0.009950781883865091,0.02421236529247568,-0.2372906390428042,-1.0651140511202242,0.33266733266733267,0,-0.006563308613786411,0.2166221825600295,517,36,18,5,10,0,100,1000,
Faure,mean_removed,4,0.5,-0.0645969955174493,-0.06080955141705254,0.0011708026869594217,0.032661279292139286,-0.07961931445680027,-0.4877607397003805,0.6763236763236763,0,0.02707766504078799,0.2187486011340921,49,577,24,5,10,0,100,1000,
Faure,mean_removed,5,0.5,-0.2164418760885157,-0.1648382686330195,0.013353065815728551,-0.028955433853321208,-0.18283888834197126,-1.0007917596599611,0.35264735264735264,0,0.044374418855314145,0.22703355118999544,94,623,47,5,10,0,100,1000,
