label_source,feature,variant,k,space,monkey,scope_computed_on,cell_name,n_trials,dim,dim_label,frac_zero,min,p05,p25,median,p75,p95,max,mean,std,n_distinct,top_value,top_value_frac,mean_n_nonzero_per_trial,pc1_explained_var,pc1_loading,pc1_mean_cos,pc1_mean_cos_abs,pc1_label_pointbiserial,pc1_label_pointbiserial_within,pc1_label_within_n_groups,pc1_label_within_n_trials,grand_mean_norm,grand_mean_profile
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,1,1,0.0,-0.014083607365078367,-0.014083607365078367,-0.014083607365078367,-0.014083607365078367,-0.014083607365078367,-0.014083607365078367,0.48591639263492165,-0.0019655516315367143,0.061909460667874075,5,-0.014083607365078367,0.9604166666666667,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,2,2,0.0,-0.0023229281129346097,-0.0023229281129346097,-0.0023229281129346097,-0.0023229281129346097,-0.0023229281129346097,-0.0023229281129346097,0.3310104151545062,-0.0005868169811274405,0.02213379124565551,3,-0.0023229281129346097,0.99375,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,3,3,0.0,-0.000342278207804261,-0.000342278207804261,-0.000342278207804261,-0.000342278207804261,-0.000342278207804261,-0.000342278207804261,0.33299106505963655,0.0003521662573362407,0.01521451593968251,2,-0.000342278207804261,0.9979166666666667,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,4,4,0.0,-0.0002966411126143047,-0.0002966411126143047,-0.0002966411126143047,-0.0002966411126143047,-0.0002966411126143047,-0.0002966411126143047,0.3330367021548265,0.00039780335252619727,0.01521451593968251,2,-0.0002966411126143047,0.9979166666666667,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,5,5,0.0,-0.0001232201541566901,-0.0001232201541566901,-0.0001232201541566901,-0.0001232201541566901,-0.0001232201541566901,-0.0001232201541566901,-0.0001232201541566901,-0.0001232201541566901,0.0,1,-0.0001232201541566901,1.0,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,6,6,0.0,-0.1254909265570155,-0.1254909265570155,-0.1254909265570155,-0.1254909265570155,0.12450907344298451,0.2078424167104253,0.8745090734429846,-0.012782591311366462,0.16352098636100326,8,-0.1254909265570155,0.64375,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,7,7,0.0,-0.0006252281890053869,-0.0006252281890053869,-0.0006252281890053869,-0.0006252281890053869,-0.0006252281890053869,-0.0006252281890053869,0.4993747718109946,0.000937271810994613,0.025494201927919704,3,-0.0006252281890053869,0.9958333333333333,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,8,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,9,9,0.0,-0.015877145164016827,-0.015877145164016827,-0.015877145164016827,-0.015877145164016827,-0.015877145164016827,0.23412285483598316,0.9841228548359832,0.00637979963019098,0.09042862402353326,7,-0.015877145164016827,0.93125,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,10,10,0.0,-0.005572289212118235,-0.005572289212118235,-0.005572289212118235,-0.005572289212118235,-0.005572289212118235,-0.005572289212118235,0.4944277107878818,-0.0005722891686565155,0.03841561800039889,6,-0.005572289212118235,0.98125,,,,,,,,,,,
svm,bigram,mean_removed,12,unith,Faure,top_ten,1H,480,11,11,0.0,-6.845564074479737e-05,-6.845564074479737e-05,-6.845564074479737e-05,-6.845564074479737e-05,-6.845564074479737e-05,-6.845564074479737e-05,-6.845564074479737e-05,-6.845564074479734e-05,2.7133332936742766e-20,1,-6.845564074479737e-05,1.0,,,,,,,,,,,
