scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
top_four,dendro,bigram,no_origin,12,unith,Faure,1,0.12590415658649293,-0.008175647593337224,0.07437125985234094,0.07292707292707293,-0.13005475693757393,0.1518591598669209,1000,1
top_four,dendro,bigram,no_origin,12,unith,Faure,2,0.03244497228396365,0.012523653254862804,0.04040684584088053,0.6183816183816184,-0.05693982438281358,0.10314495792349847,1000,3
top_four,dendro,bigram,no_origin,12,unith,Faure,3,0.005136237530284804,-0.0007997408760223832,0.04859422321808839,0.8961038961038961,-0.08081886217267446,0.10579126678179936,1000,3
top_four,dendro,bigram,no_origin,12,unith,Faure,4,-0.04067226931083867,-0.0022191279958256884,0.04232635477678056,0.3546453546453546,-0.07545330659764365,0.08680089467635939,1000,2
top_four,dendro,bigram,no_origin,12,unith,Faure,5,0.04397310495038004,4.353597944250603e-05,0.03301325144014792,0.18581418581418582,-0.05923732284472361,0.07301361871133029,1000,3
top_four,dendro,bigram,no_origin,12,unith,Faure,6,-0.003588581498846416,-0.0018658517284884525,0.04919242589235191,0.974025974025974,-0.0935460684464062,0.10630535551635452,1000,2
top_four,dendro,bigram,no_origin,12,unith,Nielsen,1,0.028240551142736714,0.0018798411730456693,0.05683366361934232,0.6473526473526473,-0.09896350500447701,0.11894952233998786,1000,2
top_four,dendro,bigram,no_origin,12,unith,Nielsen,2,-0.02505579237286279,-0.003975400308557848,0.036748764395502447,0.5824175824175825,-0.06940928578151337,0.07532084198643185,1000,3
top_four,dendro,bigram,no_origin,12,unith,Nielsen,3,0.028114434710803105,-0.002213966568014786,0.03802901472259919,0.42857142857142855,-0.07430027962636557,0.07839465767774591,1000,3
top_four,dendro,bigram,no_origin,12,unith,Nielsen,4,0.027148707405446615,-0.0013814300822460048,0.029432347173996974,0.3386613386613387,-0.05568352103433738,0.05700667069494814,1000,4
top_four,dendro,bigram,no_origin,12,unith,Nielsen,5,0.01902965150990793,0.003536072225388042,0.060057076659052196,0.7732267732267732,-0.08897182566056604,0.1437115596395271,1000,1
top_four,dendro,bigram,no_origin,12,unith,Nielsen,6,0.06503175670917609,0.007482307673946195,0.07207985019672804,0.3380281690140845,-0.11331775694603292,0.17538958155428652,851,1
