label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,bigram,full,publication,Nielsen,4,12,unith,144,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.4639041747868248,0.5162476987311745,0.3932741871391391,0.09680174961986054,2,2,0,43.764,-0.005342518104409427,0.04452726700450206,-0.08580094595944897,0.08797091107378427,0.01990049751243781,0.01990049751243781,2.2939711910444083,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,no_origin,publication,Nielsen,4,12,unith,121,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.2691148352443417,0.2600468509218052,0.2188510405174004,0.04572980256567305,2,2,0,43.764,-0.00047991616785566767,0.051105936390035606,-0.08502012105848043,0.1081586544162331,0.3582089552238806,0.17412935323383086,0.9041947373952915,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,mean_removed,publication,Nielsen,4,12,unith,144,2,2,Nov_3_g0;Oct_22_g0,65,102,stable_shared,15,15,14,14,0.06047121895132026,0.2602887539090905,0.004276658561487292,0.15610332786871808,2,2,0,43.764,-0.008899938891524455,0.07495254991141545,-0.15912253645001675,0.1442648840179957,0.03482587064676617,0.029850746268656716,2.2014363347912216,200,False,False,False,False,0,20,4,8,,0
