label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,bigram,full,publication,Nielsen,2,6,unith,36,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.6946343684595604,0.6766437151342498,0.7068504538649114,-0.021211412068006252,1,1,0,18.618,0.005610614391110611,0.06044296112996491,-0.07888915925883004,0.1438192685879706,0.6567164179104478,0.6218905472636815,-0.4437576511422718,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,no_origin,publication,Nielsen,2,6,unith,25,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.3164737603662279,0.30716964215119014,0.27947480116490686,0.032346900093802144,1,1,0,18.618,0.014263839078754972,0.11405261954305326,-0.17995450631041957,0.26497816135579494,0.8706467661691543,0.4129353233830846,0.15855015945706596,200,False,False,False,False,0,20,4,8,,0
dendro,bigram,mean_removed,publication,Nielsen,2,6,unith,36,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.29940562651806135,0.25563869477008844,0.2884127685423342,-0.010890607898259352,1,1,0,18.618,0.013550670801770782,0.1282385235342791,-0.19505158555038526,0.32701471420461786,0.8308457711442786,0.527363184079602,-0.19059232769080348,200,False,False,False,False,0,20,4,8,,0
