scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
allplus,Faure,across-maze,"State bigrams, K=12",Random forest,pooled,144,4738,1,0.6917439774202077,0.5139502536044143,0.0041913314453817,0.014558771825580442
allplus,Faure,across-maze,"Gaze heatmap, 5x5",Logistic (L2),pooled,25,4738,1,0.5424386570807529,0.5253457847973908,0.006073857672356164,0.015981360407058127
allplus,Faure,across-maze,"Gaze heatmap, 5x5",Random forest,pooled,25,4738,1,0.9269344117516157,0.5195877840191594,0.004104085713225262,0.009086510748156284
allplus,Faure,across-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,4738,1,0.5785375612830416,0.5408749329950631,0.007053382124431738,0.029042269891266886
allplus,Faure,across-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,4738,1,0.9552970050245435,0.5590714094335444,0.0018022888883638358,0.006885578477407771
allplus,Faure,across-maze,Maze identity (reference),Logistic (L2),pooled,6,4738,1,0.6333250338666501,0.6333250338666501,0.005841830056998023,0.023360580876135437
allplus,Faure,across-maze,Maze identity (reference),Random forest,pooled,6,4738,1,0.6333250338666501,0.6333250338666501,0.005841830056998023,0.023360580876135437
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),pooled,6,4547,6,0.5589749345678348,0.5319937762538974,0.0325606487352824,0.048304997879976004
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),1,6,626,1,0.6129990971107544,0.5875050160513644,0.01659798816439896,0.017057585723223436
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),2,6,665,1,0.5541038262812457,0.4864893171344784,0.010607535803767483,0.04419067406692688
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),3,6,764,1,0.5888277728404551,0.5661574552238209,0.01226457650673266,0.05124602400912836
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),4,6,742,1,0.5484241845430502,0.5139803114898619,0.014893949576101906,0.05053560166376347
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),5,6,882,1,0.52505574975892,0.5242164898746384,0.008836283622233898,0.009567543967573273
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),6,6,868,1,0.5409541630681636,0.5200524581773982,0.011274187973385644,0.029713230638701023
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,pooled,6,4547,6,0.9234215694813607,0.49862603688533663,0.010452147746370355,0.04984206898718165
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,1,6,626,1,0.9142349267656501,0.5360403290529695,0.007169856900792575,0.03268497076273633
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,2,6,665,1,0.9278557464041335,0.4482265046781176,0.007469221470277672,0.029153766692315418
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,3,6,764,1,0.918107831127551,0.5320418898469964,0.012642887929726001,0.055987082554593844
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,4,6,742,1,0.9157930502497796,0.473111960035263,0.005207566689677439,0.0367880670903957
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,5,6,882,1,0.9291993129218901,0.5275855834136933,0.008433136039496657,0.042321377168564184
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,6,6,868,1,0.9319770975274286,0.47322713751079554,0.0076066150854065566,0.029489988023464916
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),pooled,12,4547,6,0.571079364368097,0.5190449315462978,0.030775697786455673,0.04481749856886137
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),1,12,626,1,0.6169178872391653,0.571039827447833,0.007390247536288897,0.038429177358513644
allplus,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),2,12,665,1,0.5725108225108224,0.5264278732020667,0.006890529132160507,0.02955190469597967
