monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Faure,full,2,1.0,0.9958752379335176,0.9939110361424314,0.9859119393210967,0.9866369610799026,0.00861868683747491,3.3901312199681186,0.011988011988011988,0,0.0006729823825725158,0.002343774898181409,319,210,105,5,10,1,100,1000,
Faure,full,3,1.0,0.9550977466803251,0.9596242939644237,0.9426714794205472,0.9418699441802865,0.015090308521957585,1.4108482214696487,0.0959040959040959,0,-0.0007378649633495022,0.011218905935054613,517,36,18,5,10,4,100,1000,
Faure,full,4,1.0,0.9793206750972872,0.9743961338570751,0.9743277337379905,0.9726098091142691,0.003389633051051222,0.5285417537446676,0.6053946053946054,0,0.0003224095945234883,0.005803180987683091,49,577,24,5,10,2,100,1000,
Faure,full,5,1.0,0.9778112066049697,0.977044499402753,0.9739126362695676,0.9744413596701891,0.0032508550339830355,0.4187896547509337,0.6523476523476524,0,0.000529024455097116,0.00649927845162429,94,623,47,5,10,7,100,1000,
