method,monkey,source,scope,maze,session,k,feature,variant,reason_skipped,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_degenerate,n_rounds,n_perm
block_means,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy,full,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy,no_origin,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy,mean_removed,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy_bin,full,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy_bin,no_origin,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_6_g0,2,occupancy_bin,mean_removed,"n_H=51, n_S=5; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy,full,,1.0,1.0,1.0,1.0,0.0,-0.03162277660168485,0.984015984015984,0,2.0000000000000683e-05,0.0006324555320336763,46,23,11,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,46,23,11,1,69,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy,mean_removed,,-0.36,-0.58,0.020000000000000018,-0.04,-0.45999999999999996,-1.0602175806933247,0.2937062937062937,0,-0.010320000000000001,0.42413935421249443,46,23,11,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,0.12714270955250473,0.9820179820179821,0,-5.735197750675325e-05,0.0004510834927823308,46,23,11,2,34,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,46,23,11,1,69,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_22_g0,2,occupancy_bin,mean_removed,,-0.2,0.7,0.06,-0.2,0.31999999999999995,0.7534261588748881,0.4955044955044955,0,0.006120000000000004,0.41660353347529844,46,23,11,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy,full,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy,no_origin,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy,mean_removed,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy_bin,full,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy_bin,no_origin,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_3_g0,2,occupancy_bin,mean_removed,"n_H=82, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy,full,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy,no_origin,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy,mean_removed,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy_bin,full,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy_bin,no_origin,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_18_g0,2,occupancy_bin,mean_removed,"n_H=63, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,55,11,5,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,11,5,1,66,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy,mean_removed,,-0.1,-1.1102230246251566e-18,-0.16,0.06,0.0,-0.010821464667440876,0.995004995004995,0,0.0035399999999999993,0.3271276217027246,55,11,5,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,0.05482716529388043,1.0,0,-3.3306690738754697e-19,6.074851865900177e-18,55,11,5,2,21,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,11,5,1,66,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_21_g0,2,occupancy_bin,mean_removed,,-0.12,-0.54,-0.1,0.04,-0.3,-0.8082514983152893,0.5014985014985015,0,-0.014060000000000003,0.3537760221861762,55,11,5,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy,full,,0.98,0.98,1.0,0.96,0.0,-0.026829056165721153,0.985014985014985,0,0.00012000000000000049,0.004472762636850477,54,20,10,2,1,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,20,10,1,74,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy,mean_removed,,-0.28,-0.94,-0.12,-0.06,-0.52,-1.2100075562729933,0.23076923076923078,0,-0.02286,0.41085693839075405,54,20,10,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,0.09370564020577223,0.8221778221778222,0,-0.0006423974283474012,0.006855483052426014,54,20,10,2,29,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,20,10,1,74,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_7_g0,2,occupancy_bin,mean_removed,,0.13793103448275856,0.7058823529411763,-0.408450704225352,-0.3898305084745762,0.8210473000619315,1.5544803379411154,0.09090909090909091,0,-0.08131885826665422,0.5804937742240956,54,20,10,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy,full,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy,no_origin,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy,mean_removed,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy_bin,full,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy_bin,no_origin,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Oct_25_g0,2,occupancy_bin,mean_removed,"n_H=68, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy,full,,0.98,-0.38,0.24,0.36,0.0,0.050749185266500185,0.954045954045954,0,-0.00012000000000000355,0.002364569980184809,41,12,6,2,3,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,41,12,6,1,53,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy,mean_removed,,0.06,1.0,-0.46,-0.48,1.0,2.4806160258187613,0.004995004995004995,0,-0.002499999999999997,0.40413348521729037,41,12,6,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy_bin,full,,1.0,-1.0,0.28125,0.38823529411764707,-0.3347426470588235,-13.963033028758781,0.003996003996003996,0,-0.003596454623361801,0.02371592130115432,41,12,6,2,18,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,41,12,6,1,53,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_1_g0,2,occupancy_bin,mean_removed,,0.18,0.94,-0.46,-0.54,1.06,2.466630538990276,0.004995004995004995,0,0.003739999999999997,0.42821978537263383,41,12,6,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy,full,,0.86,1.0,0.94,0.92,0.0,0.01580545643482944,0.932067932067932,0,-0.0001600000000000041,0.010123086331592594,54,11,5,2,1,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,11,5,1,65,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy,mean_removed,,-0.1,1.0,-0.2,-0.059999999999999984,0.5800000000000001,1.7327475505674343,0.07992007992007992,0,0.010600000000000005,0.32861105463028056,54,11,5,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy_bin,full,,0.9782608695652174,1.0,1.0,0.9795918367346939,-0.0006654835847382801,0.1993977553326387,0.7382617382617382,0,-0.005933468464110577,0.026419479349625356,54,11,5,2,21,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,54,11,5,1,65,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_4_g0,2,occupancy_bin,mean_removed,,-0.08,1.0,0.18,0.3,0.22000000000000003,0.6502730044461243,0.5604395604395604,0,0.01216,0.31961960373401865,54,11,5,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy,full,,1.0,0.92,0.98,0.94,0.0,0.02093681335772304,1.0,0,-2.7755575615628914e-19,1.3256829079670146e-17,38,20,10,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,38,20,10,1,58,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy,mean_removed,,0.02,0.82,-0.52,-0.28,0.8200000000000001,1.7470096258023153,0.06993006993006994,0,-0.006320000000000003,0.4729910973561534,38,20,10,2,0,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,0.08725638787531145,0.9530469530469531,0,-0.00010563574835927925,0.001210636274678614,38,20,10,2,22,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,38,20,10,1,58,100,1000
block_means,Nielsen,svm,top_ten,2,Nov_9_g0,2,occupancy_bin,mean_removed,,-0.16,0.56,-0.1,-0.06,0.28,0.6422418623330239,0.5544455544455544,0,-0.018179999999999998,0.46427991927655393,38,20,10,2,0,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy,full,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy,no_origin,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy,mean_removed,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy_bin,full,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy_bin,no_origin,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_6_g0,2,occupancy_bin,mean_removed,"n_H=65, n_S=3; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy,full,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy,no_origin,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy,mean_removed,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy_bin,full,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy_bin,no_origin,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_22_g0,2,occupancy_bin,mean_removed,"n_H=71, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy,full,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy,no_origin,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy,mean_removed,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy_bin,full,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy_bin,no_origin,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_3_g0,2,occupancy_bin,mean_removed,"n_H=80, n_S=2; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy,full,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy,no_origin,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy,mean_removed,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy_bin,full,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy_bin,no_origin,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_18_g0,2,occupancy_bin,mean_removed,"n_H=67, n_S=1; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy,full,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy,no_origin,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy,mean_removed,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy_bin,full,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy_bin,no_origin,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_21_g0,2,occupancy_bin,mean_removed,"n_H=86, n_S=8; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy,full,,0.98,0.84,0.9,0.92,-1.1102230246251565e-16,-0.02866959206993141,0.0919080919080919,0,0.0005799999999999979,0.02023049363888269,60,16,8,2,2,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,60,16,8,1,76,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy,mean_removed,,-0.22,0.24,-0.12,-0.13999999999999999,0.14,0.4254742270211007,0.7362637362637363,0,-0.02816,0.39522957989100566,60,16,8,2,0,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy_bin,full,,1.0,-1.0,-0.06493506493506493,0.04000000000000002,0.012467532467532454,0.2439243426301936,0.08091908091908091,0,-0.006001649873478252,0.07571684786299201,60,16,8,2,25,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,60,16,8,1,76,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_7_g0,2,occupancy_bin,mean_removed,,0.18,0.98,-0.6,-0.4,1.08,2.683030945994794,0.005994005994005994,0,0.004759999999999998,0.4007557205425115,60,16,8,2,0,100,1000
block_means,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy,full,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy,no_origin,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy,mean_removed,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy_bin,full,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy_bin,no_origin,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Oct_25_g0,2,occupancy_bin,mean_removed,"n_H=75, n_S=4; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy,full,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy,no_origin,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy,mean_removed,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy_bin,full,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy_bin,no_origin,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_1_g0,2,occupancy_bin,mean_removed,"n_H=50, n_S=7; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy,full,,0.98,1.0,0.98,1.0,0.0,0.03162277660168379,1.0,0,-1.1102230246251566e-19,3.5108334685767016e-18,55,19,9,2,2,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,19,9,1,74,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy,mean_removed,,-0.06,-0.4,-0.039999999999999994,-0.02,-0.2,-0.5070358599584364,0.6963036963036963,0,-0.007480000000000003,0.37969701002170064,55,19,9,2,0,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy_bin,full,,0.98,1.0,0.98,1.0,0.0,0.10250532277923971,0.7992007992007992,0,-0.0005000026982765758,0.00487782180202881,55,19,9,2,27,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,55,19,9,1,74,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_4_g0,2,occupancy_bin,mean_removed,,0.019999999999999997,-0.6,-0.08,-0.06,-0.21999999999999997,-0.5886505951363631,0.6363636363636364,0,0.0044800000000000005,0.381346764710224,55,19,9,2,0,100,1000
block_means,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy,full,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy,no_origin,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy,mean_removed,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy_bin,full,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy_bin,no_origin,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,3,Nov_9_g0,2,occupancy_bin,mean_removed,"n_H=72, n_S=6; need >= 10 of each",,,,,,,,,,,,,,,,,
block_means,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy,full,,0.78,1.0,0.84,0.94,1.1102230246251565e-16,9.588408791009483,0.003996003996003996,0,-5.551115123125783e-19,1.1636697642621176e-17,16,36,8,2,1,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,16,36,8,1,52,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy,mean_removed,,0.28,0.02,-0.34,-6.661338147750939e-18,0.32000000000000006,0.6154884192207208,0.6323676323676324,0,0.03152,0.4687009389473955,16,36,8,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,0.07072096003129176,0.999000999000999,0,-3.158188496334025e-05,0.00044657036541028675,16,36,8,2,14,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,16,36,8,1,52,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_6_g0,2,occupancy_bin,mean_removed,,0.48,-0.36,-0.22,-0.06,0.2,0.3353490780542812,0.7412587412587412,0,0.033,0.49798854664800535,16,36,8,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,18,63,9,2,1,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,18,63,9,1,81,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy,mean_removed,,-0.6,-0.04,2.220446049250313e-18,-0.04,-0.3,-0.6941393597986977,0.5464535464535465,0,-0.031099999999999996,0.3873861872318863,18,63,9,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,18,63,9,2,16,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,18,63,9,1,81,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_22_g0,2,occupancy_bin,mean_removed,,0.3,-0.32,-0.020000000000000007,0.0,-5.204170427930421e-18,-0.01902075104847691,0.99000999000999,0,0.008080000000000002,0.4247992090011091,18,63,9,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_3_g0,2,occupancy,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,40,45,20,2,2,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_3_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,40,45,20,1,85,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_3_g0,2,occupancy,mean_removed,,0.46,-0.14,-0.3,-0.42,0.52,0.7877354150089428,0.4885114885114885,0,0.0010799999999999961,0.6587491054900826,40,45,20,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_3_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,40,45,20,2,36,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_3_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,40,45,20,1,85,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_3_g0,2,occupancy_bin,mean_removed,,-0.04,0.3,-0.44,-0.42,0.56,0.9347065711819167,0.3196803196803197,0,-0.030240000000000006,0.6314709002779921,40,45,20,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_18_g0,2,occupancy,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,43,27,13,2,1,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_18_g0,2,occupancy,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,43,27,13,1,70,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_18_g0,2,occupancy,mean_removed,,0.0,0.02,-0.24,-0.22,0.24,0.4145137818870507,0.7452547452547452,0,0.025660000000000006,0.5170877528467912,43,27,13,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_18_g0,2,occupancy_bin,full,,1.0,1.0,1.0,1.0,0.0,0.0316227766016838,1.0,0,-2.2637238256928427e-07,7.158523282779374e-06,43,27,13,2,23,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_18_g0,2,occupancy_bin,no_origin,,nan,nan,nan,nan,nan,nan,0.000999000999000999,1,nan,nan,43,27,13,1,70,100,1000
block_means,Nielsen,svm,top_ten,4,Nov_18_g0,2,occupancy_bin,mean_removed,,0.86,0.92,-0.88,-0.9,1.78,3.3226949177034593,0.002997002997002997,0,0.041159999999999995,0.5233221957078836,43,27,13,2,0,100,1000
block_means,Nielsen,svm,top_ten,4,Oct_21_g0,2,occupancy,full,,1.0,1.0,1.0,1.0,0.0,nan,1.0,0,0.0,0.0,27,59,13,2,0,100,1000
