monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Faure,mean_removed,2,1.0,0.36647534194995857,0.6317781348400677,-0.629825511988649,-0.6650573181827558,1.1465681534807155,2.3909783299451033,0.008991008991008992,0,0.18332320483327025,0.4028664486764969,319,210,105,5,10,0,100,1000,
Faure,mean_removed,3,1.0,-0.013916148174861039,0.4748562713603153,-0.0638811846064604,-0.009959140650537884,0.26739022422122627,1.352412817017583,0.1978021978021978,0,-0.017206032969021203,0.210435936135133,517,36,18,5,10,0,100,1000,
Faure,mean_removed,4,1.0,0.2961476152312245,-0.03122409167004855,-0.02814598966802073,-0.03358860369841736,0.16332905846380705,0.6760407857660704,0.5594405594405595,0,0.014567423695487832,0.22004831350485268,49,577,24,5,10,0,100,1000,
Faure,mean_removed,5,1.0,0.21314594471834383,-0.10758049912374998,-0.08559933279663298,-0.07802655559923782,0.13459566699523234,0.5103616218850388,0.6233766233766234,0,0.01846625263877548,0.22754339154172437,94,623,47,5,10,0,100,1000,
