monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Nielsen,full,2,1.0,0.9831193681488726,0.9722203981478118,0.9745255895150068,0.9686975270894284,0.006058324846124563,0.969087786046347,0.23476523476523475,0,0.0003697859984690861,0.005869993337614328,552,111,55,5,10,16,100,1000,
Nielsen,full,3,1.0,0.9744225245341969,0.9608386665621249,0.9752682427538322,0.9741994792238892,-0.007103265440699835,-1.0190901711074278,0.20279720279720279,0,-2.418832080056954e-05,0.006946467859862247,681,72,36,5,10,18,100,1000,
Nielsen,full,4,1.0,0.9940722957635848,0.9938955111708841,0.9693032887471138,0.9694635335787125,0.024600492304321264,8.819282456123242,0.000999000999000999,1,0.00044923657225940826,0.0027384603965477485,350,386,175,5,10,17,100,1000,
Nielsen,full,5,1.0,0.9750032741225081,0.9745839319618029,0.9789990614499514,0.9749076781269995,-0.002159766746319902,-0.5132767479621889,0.6143856143856143,0,0.0017694867916011807,0.007655233854876544,80,787,40,5,10,16,100,1000,
