monkey,variant,maze,radius,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
Nielsen,no_origin,2,1.0,0.943773328572519,0.875067452234694,0.8781822343519265,0.85621674092837,0.042220902763458135,1.569069950251027,0.07292707292707293,0,-9.821061451566704e-05,0.026970826489413933,552,111,55,4,10,203,100,1000,
Nielsen,no_origin,3,1.0,0.9362038783952551,0.8932657300583773,0.9347417384669439,0.9266480815122685,-0.015960105762790056,-0.8219047446022985,0.26573426573426573,0,0.00041239560238042015,0.019920193273848013,681,72,36,4,10,197,100,1000,
Nielsen,no_origin,4,1.0,0.9761584658097646,0.9646664959569143,0.7918870587480629,0.7944245477418523,0.17725667763838182,9.156698472414238,0.000999000999000999,1,0.004197486762575645,0.018899736777089452,350,386,175,4,10,282,100,1000,
Nielsen,no_origin,5,1.0,0.9074390562597014,0.9128817225118949,0.9265425200023923,0.8932080986586542,0.0002850800552748334,-0.1316639425923531,0.9010989010989011,0,0.004781691784631592,0.034152188069278715,80,787,40,4,10,271,100,1000,
