label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy,full,publication,Nielsen,2,6,unith,6,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.7842306510326671,0.9374144825795463,0.8573407882742388,0.0034817785318679295,1,1,0,18.618,0.0013057016743127604,0.03700372667284087,-0.04673437027023267,0.09425416170174121,0.9402985074626866,0.3781094527363184,0.05880696495232507,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy,no_origin,publication,Nielsen,2,6,unith,5,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.5251323560364672,0.5442216745376,0.4796741293760915,0.0550028859109421,1,1,0,18.618,0.012522915944419516,0.14577181117210886,-0.2087260904068054,0.4139556245538056,0.7412935323383084,0.31343283582089554,0.291414160426172,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy,mean_removed,publication,Nielsen,2,6,unith,6,2,1,Oct_22_g0,44,25,stable_shared,12,12,9,9,0.1355985873931453,0.44015055789955343,0.29458400818372754,-0.006709435537378183,1,1,0,18.618,-0.006090189474371264,0.18897144523536896,-0.2955017823536075,0.4313051048934568,0.9950248756218906,0.417910447761194,-0.003276929285457028,200,False,False,False,False,0,20,4,8,,0
