scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
publication,Nielsen,per-maze,"Gaze heatmap, 10x10",Logistic (L2),4,100,167,1,0.7704751131221719,0.5787330316742081,0.02410906279229269,0.05522412341153037
publication,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,608,4,0.939763053049747,0.5338649106403226,0.039547361389637985,0.07953679230669873
publication,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,1,100,127,1,0.9190876656472987,0.5884301732925586,0.007700930682115419,0.10334888697174066
publication,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,2,100,155,1,0.9710420393559929,0.5034287418008349,0.019949582508820174,0.05108828778931546
publication,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,3,100,159,1,0.974955035971223,0.5212230215827338,0.015937113665759353,0.07306390280588679
publication,Nielsen,per-maze,"Gaze heatmap, 10x10",Random forest,4,100,167,1,0.8929487179487179,0.5326546003016591,0.02608839119467054,0.08366099091129806
publication,Nielsen,across-maze,"Codebook occupancy (ms), K=6",Logistic (L2),pooled,6,957,1,0.6344601263324121,0.6353335965258586,0.009585521699377422,0.022512902481384475
publication,Nielsen,across-maze,"Codebook occupancy (ms), K=6",Random forest,pooled,6,957,1,0.8919232793788656,0.6000657981313331,0.0019018075177194825,0.017793008936279955
publication,Nielsen,across-maze,"Codebook occupancy (ms), K=12",Logistic (L2),pooled,12,957,1,0.6465587577312805,0.6345900776417949,0.005783558638600086,0.03278740234856663
publication,Nielsen,across-maze,"Codebook occupancy (ms), K=12",Random forest,pooled,12,957,1,0.9203941308066851,0.6547901039610475,0.005426954756495441,0.03255643785957681
publication,Nielsen,across-maze,"Codebook occupancy (binary), K=6",Logistic (L2),pooled,6,957,1,0.6505806685090143,0.648026056060008,0.008658246943910241,0.03433538544184319
publication,Nielsen,across-maze,"Codebook occupancy (binary), K=6",Random forest,pooled,6,957,1,0.6551026450848796,0.6450980392156862,0.010586731061956138,0.040119072528766155
publication,Nielsen,across-maze,"Codebook occupancy (binary), K=12",Logistic (L2),pooled,12,957,1,0.6673855112514805,0.6463547835241479,0.011757579597316709,0.03256107522283578
publication,Nielsen,across-maze,"Codebook occupancy (binary), K=12",Random forest,pooled,12,957,1,0.7111725227003554,0.6435912620081589,0.006416543322792343,0.026467864669030033
publication,Nielsen,across-maze,"State bigrams, K=6",Logistic (L2),pooled,36,957,1,0.6443068166864061,0.6348927490459271,0.0116730073350361,0.04281272990267773
publication,Nielsen,across-maze,"State bigrams, K=6",Random forest,pooled,36,957,1,0.6800434267666798,0.6290367153572839,0.008477599450155922,0.04146816994191796
publication,Nielsen,across-maze,"State bigrams, K=12",Logistic (L2),pooled,144,957,1,0.7037768127385182,0.6366166600868535,0.008395232093184024,0.012144384201352129
publication,Nielsen,across-maze,"State bigrams, K=12",Random forest,pooled,144,957,1,0.7509557178576128,0.6559086721937097,0.0031688602552332936,0.029510352619732557
publication,Nielsen,across-maze,"Gaze heatmap, 5x5",Logistic (L2),pooled,25,957,1,0.6738814317673377,0.6526779839452559,0.015712512054416088,0.03404901953496314
publication,Nielsen,across-maze,"Gaze heatmap, 5x5",Random forest,pooled,25,957,1,0.8839896696933807,0.6770627714172918,0.006289550517939253,0.03093850396736711
publication,Nielsen,across-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,957,1,0.7137995130938282,0.6522766153441242,0.019591784666246618,0.057380193582283676
publication,Nielsen,across-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,957,1,0.8886991709435452,0.6545137518094486,0.009821654805549834,0.037042874531659296
publication,Nielsen,across-maze,Maze identity (reference),Logistic (L2),pooled,6,957,1,0.8589551256744308,0.8589551256744308,0.005355006311789019,0.02149152037079497
publication,Nielsen,across-maze,Maze identity (reference),Random forest,pooled,6,957,1,0.8589551256744308,0.8589551256744308,0.005355006311789019,0.02149152037079497
