scope,label_source,feature,variant,k,space,dim,monkey,maze,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,name_H,name_S,n_trials_H,n_trials_S,half_rule,half_H,half_S,half_corr_rule_H,half_corr_rule_S,equal_n,stable_H,stable_S,r_HH,r_SS,r_HS,delta,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
top_four,dendro,occupancy,full,6,unith,6,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.8506927956023471,0.9432672401087261,0.8706804575874916,0.02629956026804503,0,20,4,8,,0
top_four,dendro,occupancy,full,6,unith,6,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,0.9490458414149859,0.9651928465727989,0.9601814429215902,-0.0030620989276978205,0,20,4,8,,0
top_four,dendro,occupancy,full,6,unith,6,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.8138052350828342,0.9297125519341286,0.821110701493784,0.0506481920146975,0,20,4,8,,0
top_four,dendro,occupancy,full,6,unith,6,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.874201435722225,0.8614410926609366,0.8928824611717501,-0.025061196980169287,0,20,4,8,,0
top_four,dendro,occupancy,no_origin,6,unith,5,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.6394129353405728,0.9442967505009768,0.670842350189336,0.12101249273143877,0,20,4,8,,0
top_four,dendro,occupancy,no_origin,6,unith,5,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,0.5446833878500034,0.6879241815460428,0.5725559965728267,0.04374778812519631,0,20,4,8,,0
top_four,dendro,occupancy,no_origin,6,unith,5,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.31829346179213874,0.7319995689242618,0.1747070659858529,0.35043944937234733,0,20,4,8,,0
top_four,dendro,occupancy,no_origin,6,unith,5,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,0.3752958269810158,0.26161038971407585,0.44568367836161427,-0.12723057001406846,0,20,4,8,,0
top_four,dendro,occupancy,mean_removed,6,unith,6,Nielsen,4,Nov_1_g0,0.96875,,,,4H,4S,45,36,stable_shared,18,18,5,5,True,True,True,0.4424234239969378,0.8679617815774294,0.5930770000241482,0.062115602763035405,0,20,4,8,,0
top_four,dendro,occupancy,mean_removed,6,unith,6,Nielsen,4,Nov_3_g0,0.999725274725275,,,,4H,4S,44,41,stable_shared,20,20,20,20,True,True,True,-0.2901363189516274,0.5297976572661975,0.18071986286737624,-0.06088919371009116,0,20,4,8,,0
top_four,dendro,occupancy,mean_removed,6,unith,6,Nielsen,4,Nov_6_g0,1.0,,,,4H,4S,22,30,stable_shared,11,11,5,5,True,True,True,0.23899020946070665,0.4890866655898125,-0.008538150708172914,0.3725765882334325,0,20,4,8,,0
top_four,dendro,occupancy,mean_removed,6,unith,6,Nielsen,4,Oct_22_g0,0.999896608767576,,,,4H,4S,21,61,stable_shared,10,10,9,9,True,True,True,-0.09445325538588736,0.20761350073975815,0.25795001560757747,-0.20136989293064206,0,20,4,8,,0
