label_source,feature,variant,scope,monkey,maze,k,space,dim,n_sessions_in_scope,n_sessions_used,session_names,census_H,census_S,half_rule,half_H_median,half_S_median,half_corr_rule_H_median,half_corr_rule_S_median,r_HH,r_SS,r_HS,delta_obs,n_sessions_both,n_strata,n_sessions_unexchangeable,n_perm_distinct_log10,null_mean,null_sd,null_p025,null_p975,p_two_sided,p_one_sided_greater,z_perm,n_perm,thin_H,thin_S,skipped_H,skipped_S,n_degenerate,n_splits,min_trials,min_stable,n_half,seed
dendro,occupancy,full,top_four,Nielsen,4,6,unith,6,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.871936326955598,0.9249034328191474,0.886213765793654,0.012206114093718745,4,4,0,81.311,0.0010774542218282706,0.01591109181958119,-0.023823337366234935,0.030238248219698755,0.4975124378109453,0.23880597014925373,0.6994277952814555,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy,no_origin,top_four,Nielsen,4,6,unith,5,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.46942140299093266,0.6564577226713394,0.4659472727774075,0.0969922900537285,4,4,0,81.311,0.0020941565054972736,0.07246775828708685,-0.12716383961619346,0.15212360546575882,0.1890547263681592,0.0945273631840796,1.3095221349649682,200,False,False,False,False,0,20,4,8,,0
dendro,occupancy,mean_removed,top_four,Nielsen,4,6,unith,6,4,4,Nov_1_g0;Nov_3_g0;Nov_6_g0;Oct_22_g0,132,168,stable_shared,14,14,7,7,0.07420601478003241,0.5236149012932994,0.25580218194773224,0.04310827608893364,4,4,0,81.311,0.0013498309361586053,0.10056902617402555,-0.1642503694286059,0.18696615467084352,0.681592039800995,0.3383084577114428,0.4152217311969974,200,False,False,False,False,0,20,4,8,,0
