method,monkey,source,scope,variant,feature,maze,k,r_HH,r_SS,r_HS,r_SH,delta,z,p,p_at_floor,null_mean,null_sd,n_H,n_S,m,d,n_sessions,n_degenerate,n_rounds,n_perm,reason_skipped
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,1,6,0.36376764761195196,0.5528225164555213,0.4530556556876111,0.47068741098981204,-0.00357645130497497,0.0274937639750873,0.983016983016983,0,-0.006720499355648404,0.11435495167276204,599,26,13,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,1,12,0.2197827480324961,0.25726827124795126,0.23802698959474328,0.22344050923244008,0.007791760226632,0.09542855272434678,0.929070929070929,0,-0.002185141463904799,0.10454839150034999,599,26,13,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,2,6,0.495931931346401,0.5060499525570503,0.44617208707337336,0.4628352427918938,0.046487277019092055,0.4221590846349883,0.6403596403596403,0,0.0016437740359817854,0.1062241809195776,552,111,55,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,2,12,0.3304933666677258,0.31345595800253,0.14026485348797152,0.1473470016396839,0.17816873477130019,1.7474489658126646,0.07692307692307693,0,-0.0013368783635475214,0.10272438088134221,552,111,55,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,3,6,0.04657965241134983,0.3846959931191801,0.21566956680852023,0.1710346017315226,0.02228573849524354,0.036630094445336804,0.971028971028971,0,0.016929215892696425,0.14623283624181393,681,72,36,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,3,12,0.12590405395404583,0.2718169061466393,0.16590045318038832,0.17156213712056353,0.030129184899866657,0.24212085865553704,0.8161838161838162,0,0.0017856521839510673,0.11706357260296872,681,72,36,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,4,6,0.7204646762144101,0.7386957318930645,0.044817812036950525,0.04642234336263067,0.6839601263539468,4.587642758940982,0.000999000999000999,1,0.021335819731183904,0.14443677100431507,350,386,175,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,4,12,0.6768010839719275,0.4436872952757595,-0.1392878224971891,-0.10489597816757686,0.6823360899562265,4.182752622093913,0.000999000999000999,1,0.024468654012246956,0.15728098106233374,350,386,175,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,5,6,0.6181945364549596,0.49537373786312516,0.41799331320504374,0.49215465560680727,0.1017101527531169,0.923321930022758,0.3386613386613387,0,-0.004392389425614381,0.11491391975940188,80,787,40,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,5,12,0.49552179602169394,0.37977268546774423,0.3559587503317194,0.4242286947274968,0.047553518215110946,0.47795467110591944,0.5864135864135864,0,-0.0014744385608315255,0.10257867479880199,80,787,40,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,6,6,0.08439930888010667,0.5698973638013874,0.26119055860740714,0.33761613302733023,0.027744990523378366,0.15607837391184667,0.8671328671328671,0,0.005643002458719124,0.1416082671206101,34,826,17,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy,6,12,0.2428423853272597,0.4385784294894176,0.24084389722853483,0.29108283147992886,0.07474704305410684,0.5677498961689046,0.5724275724275725,0,0.00869481821320646,0.11634035565063312,34,826,17,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,1,6,0.45901753060396877,0.7753447547390749,0.6199735474773943,0.5946021104862469,0.009893313689701255,0.1378384428751079,0.8761238761238761,0,-0.002647628704523023,0.09098290819773207,599,26,13,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,1,12,0.2893509160021788,0.48282945929324844,0.4041630399839471,0.363038701879314,0.002489316716083101,0.003062214005706348,0.998001998001998,0,0.0022080483012219664,0.09185132532768737,599,26,13,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,2,6,0.5262478879837377,0.6416900363676753,0.5470634956291969,0.5353435064409748,0.04276546114062063,0.4264417259175167,0.6293706293706294,0,0.007522118265255077,0.08264515579364858,552,111,55,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,2,12,0.39260889383330616,0.4534686937034706,0.11737853342141567,0.10184279221509986,0.3134281309501306,3.133366179032691,0.003996003996003996,0,0.00740989413170754,0.09766437094591181,552,111,55,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,3,6,0.4963396350796742,0.7729139949715764,0.3831842719724596,0.36971046095104115,0.258179448563875,3.126121468556107,0.013986013986013986,0,0.008024603244276075,0.08002083343074332,681,72,36,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,3,12,0.32182940546338995,0.6039627683459239,0.3024395587492443,0.3214971892330178,0.15092771291352586,1.8777887306605074,0.056943056943056944,0,0.003976557789668121,0.07825755513623092,681,72,36,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,4,6,0.6226944324468636,0.8534680027398381,0.14906450807521884,0.15952630921627564,0.5837858089476036,4.400222119054899,0.002997002997002997,0,0.03465021883103871,0.12479724324337312,350,386,175,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,4,12,0.660005923438679,0.7249959036714071,0.06110857659768591,0.07707093587606412,0.623411157318168,5.00141830119028,0.000999000999000999,1,0.06264879943833464,0.11212066740076077,350,386,175,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,5,6,0.2249058526540159,0.5321351609307363,0.4875033791337463,0.4087480030263603,-0.0696051842876772,-0.7075883117633744,0.4515484515484515,0,0.012779468050508279,0.11643020520346843,80,787,40,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,5,12,0.5966808760647748,0.48645971097805807,0.45310782650024256,0.43390211378604987,0.09806532337827017,1.0284058646925769,0.2787212787212787,0,0.011314191466760702,0.08435495643292751,80,787,40,12,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,6,6,-0.2900386792709033,0.7036810822072763,0.06794395942968881,0.19566850022303214,0.07501497164182602,0.7432888968503089,0.3946053946053946,0,0.005934203975472319,0.09293932407585244,34,826,17,6,10,0,100,1000,
block_means,Nielsen,svm,top_ten,mean_removed,occupancy_bin,6,12,0.13276846522158178,0.5834203707835062,0.35609114815419274,0.3986932970441348,-0.019297804596619783,-0.3476571115501926,0.7112887112887113,0,0.005599604016889675,0.07161484056084072,34,826,17,12,10,0,100,1000,
