scope,label_source,feature,variant,k,space,monkey,maze,delta_obs,null_mean,null_sd,p_two_sided,null_p025,null_p975,n_perm,n_sessions
publication,dendro,occupancy,full,12,unith,Faure,1,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy,full,12,unith,Faure,2,0.027603452836783338,0.009480758269017349,0.04456707389778247,0.6853146853146853,-0.06002559832398442,0.11275181856792886,1000,2
publication,dendro,occupancy,full,12,unith,Faure,3,0.16187298426143443,0.002169619184816747,0.1320229431718366,0.2077922077922078,-0.20261414533625224,0.3032046947431451,1000,1
publication,dendro,occupancy,full,12,unith,Faure,4,-0.021033002325160255,-0.0020397120263556355,0.06827126810485874,0.7762237762237763,-0.11025275264925803,0.14956397544086944,1000,1
publication,dendro,occupancy,full,12,unith,Faure,5,0.024353289714329263,-0.0035262955237175143,0.03338923592253906,0.32167832167832167,-0.06345888897882755,0.07089122355488756,1000,1
publication,dendro,occupancy,full,12,unith,Faure,6,-0.003497253683913182,-0.00028722439788828334,0.07267545266089828,0.964035964035964,-0.12578947228475026,0.1660660260019313,1000,1
publication,dendro,occupancy,full,12,unith,Nielsen,1,0.02141910057298535,0.002367240062557447,0.041416459540792795,0.6093906093906094,-0.06189359213714024,0.1023236957107198,1000,1
publication,dendro,occupancy,full,12,unith,Nielsen,2,-0.016540802434154345,-5.224112319360563e-05,0.02540243452445741,0.5024975024975025,-0.039667481467521436,0.06092635130857199,1000,1
publication,dendro,occupancy,full,12,unith,Nielsen,3,0.0024688009249064224,0.0015984281558575274,0.031922077341519944,0.983016983016983,-0.04913386216579946,0.07906786330066777,1000,1
publication,dendro,occupancy,full,12,unith,Nielsen,4,0.010376705230210836,0.0007980076026567018,0.013554246646798844,0.4885114885114885,-0.022303350154604842,0.03058916990160188,1000,2
publication,dendro,occupancy,full,12,unith,Nielsen,5,nan,nan,nan,nan,nan,nan,0,0
publication,dendro,occupancy,full,12,unith,Nielsen,6,nan,nan,nan,nan,nan,nan,0,0
